Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5081437602,Manufacturing,,31-33
5081437606,Wholesale Trade,,42
5081437619,Wholesale Trade,,42
5081445971,Manufacturing,,31-33
5081445974,Manufacturing,,31-33
5081445979,Manufacturing,,31-33
5081446438,Manufacturing,,31-33
5081450267,Manufacturing,,31-33
5081450292,Manufacturing,,31-33
5081450322,Retail Trade,,44-45
5081450342,"Agriculture, Forestry, Fishing and Hunting",,11
5081450420,Manufacturing,,31-33
5081459882,Manufacturing,,31-33
5081459891,Wholesale Trade,,42
5081459908,Wholesale Trade,,42
5081460099,Wholesale Trade,,42
5081460115,Manufacturing,,31-33
5081460130,"Mining, Quarrying, and Oil and Gas Extraction",,21
5081460588,Wholesale Trade,,42
5081462416,,636700GXBPHW2SD3LG97,
5082041311,"Agriculture, Forestry, Fishing and Hunting",,11
5082055118,Manufacturing,,31-33
5082063997,,,
5082097051,Transportation and Warehousing,9845001C0C7563943657,48-49
5082106298,,,
5082148377,,,
5082246360,Wholesale Trade,6367002YIFXTNWTL2C17,42
5082344941,Manufacturing,,31-33
5082490428,Manufacturing,,31-33
5082511805,"Mining, Quarrying, and Oil and Gas Extraction",,21
5082518597,Manufacturing,,31-33
5082553962,Manufacturing,,31-33
5082554091,Wholesale Trade,,42
5082554201,Manufacturing,,31-33
5082554203,Wholesale Trade,,42
5082554211,Wholesale Trade,,42
5082554240,Manufacturing,,31-33
5082554268,,,
5082554269,Wholesale Trade,,42
5082554338,Manufacturing,,31-33
5082554349,Wholesale Trade,,42
5082554393,Manufacturing,,31-33
5082554397,Wholesale Trade,,42
5082554437,"Agriculture, Forestry, Fishing and Hunting",,11
5082554466,Wholesale Trade,,42
5082554476,Manufacturing,,31-33
5082554501,Wholesale Trade,,42
5082554502,Manufacturing,,31-33
5082554507,Wholesale Trade,,42
5082554523,Manufacturing,,31-33
5082554533,Manufacturing,,31-33
5082554548,Manufacturing,,31-33
5082554553,Manufacturing,,31-33
5082554581,Wholesale Trade,,42
5082554583,Manufacturing,636700JLGIL201PDJU36,31-33
5082554587,Wholesale Trade,,42
5082554597,Real Estate and Rental and Leasing,,53
5082554607,Manufacturing,,31-33
5082554625,Manufacturing,,31-33
5082554631,Manufacturing,,31-33
5082554654,Wholesale Trade,,42
5082554656,Wholesale Trade,,42
5082554670,Wholesale Trade,,42
5082554689,Manufacturing,,31-33
5082554691,Manufacturing,,31-33
5082554710,"Mining, Quarrying, and Oil and Gas Extraction",,21
5082554716,Wholesale Trade,,42
5082554730,Wholesale Trade,,42
5082554734,Wholesale Trade,,42
5082554742,Manufacturing,,31-33
5082554757,Manufacturing,,31-33
5082554773,Wholesale Trade,,42
5082554849,Wholesale Trade,,42
5082554864,Manufacturing,,31-33
5082554870,Manufacturing,,31-33
5082554890,Manufacturing,,31-33
5082554894,Manufacturing,,31-33
5082554905,Wholesale Trade,,42
5082554907,Wholesale Trade,,42
5082554922,Manufacturing,,31-33
5082554933,Wholesale Trade,,42
5082664507,Manufacturing,,31-33
5082664602,Manufacturing,,31-33
5082762739,"Agriculture, Forestry, Fishing and Hunting",,11
5082853887,"Agriculture, Forestry, Fishing and Hunting",,11
5082937306,"Agriculture, Forestry, Fishing and Hunting",,11
5083111808,,,
5083157968,Manufacturing,,31-33
5083169296,Manufacturing,,31-33
5083170627,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083200047,Wholesale Trade,,42
5083200498,Wholesale Trade,,42
5083200716,Wholesale Trade,,42
5083201279,Manufacturing,,31-33
5083202007,Wholesale Trade,,42
5083202355,Manufacturing,,31-33
5083203516,Manufacturing,,31-33
5083227367,Manufacturing,,31-33
5083228252,Manufacturing,,31-33
5083228652,Wholesale Trade,,42
5083229655,Manufacturing,,31-33
5083230000,Manufacturing,,31-33
5083243523,Wholesale Trade,,42
5083255179,Wholesale Trade,,42
5083256854,Retail Trade,,44-45
5083256960,Retail Trade,,44-45
5083278136,Manufacturing,,31-33
5083281084,,,
5083283330,Manufacturing,,31-33
5083284026,Manufacturing,,31-33
5083284176,Manufacturing,,31-33
5083286284,Manufacturing,,31-33
5083289226,Finance and Insurance,,52
5083291375,Retail Trade,,44-45
5083318319,,,
5083319234,Manufacturing,,31-33
5083320636,,,
5083321740,Manufacturing,,31-33
5083322060,,,
5083322414,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083322544,Manufacturing,,31-33
5083322966,,,
5083340588,,,
5083340769,,,
5083341376,Manufacturing,,31-33
5083478620,Wholesale Trade,,42
5083506758,Wholesale Trade,,42
5083508176,Transportation and Warehousing,,48-49
5083512958,Manufacturing,,31-33
5083524172,Manufacturing,,31-33
5083528752,Wholesale Trade,,42
5083528798,Administrative and Support and Waste Management and Remediation Services,984500E1O8CBAA4C7167,56
5083528888,Wholesale Trade,,42
5083528904,Wholesale Trade,,42
5083529049,Wholesale Trade,,42
5083529053,Wholesale Trade,,42
5083529105,Manufacturing,,31-33
5083529204,Information,,51
5083529230,Manufacturing,,31-33
5083529280,Manufacturing,,31-33
5083529321,Manufacturing,,31-33
5083529434,"Agriculture, Forestry, Fishing and Hunting",,11
5083529523,Manufacturing,,31-33
5083529657,Manufacturing,,31-33
5083529847,Manufacturing,,31-33
5083529969,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083532714,Manufacturing,,31-33
5083538368,,,
5083559128,Manufacturing,,31-33
5083560565,Wholesale Trade,,42
5083560702,Manufacturing,,31-33
5083561312,Retail Trade,,44-45
5083561417,Manufacturing,,31-33
5083561459,Wholesale Trade,,42
5083561942,Wholesale Trade,,42
5083563172,Wholesale Trade,,42
5083563385,Wholesale Trade,,42
5083563419,Manufacturing,,31-33
5083563776,Manufacturing,,31-33
5083569253,Manufacturing,,31-33
5083571005,Wholesale Trade,,42
5083572125,"Professional, Scientific, and Technical Services",,54
5083584007,Manufacturing,,31-33
5083585222,Manufacturing,,31-33
5083587888,,,
5083588660,Wholesale Trade,636700KD0KI24WEIYM14,42
5083601252,Manufacturing,,31-33
5083603297,Wholesale Trade,,42
5083612675,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083642679,Wholesale Trade,,42
5083642729,,,
5083651977,Wholesale Trade,,42
5083666895,Wholesale Trade,,42
5083681068,Wholesale Trade,,42
5083689553,Manufacturing,,31-33
4298083873,,,
5001230116,Finance and Insurance,,52
5044025831,Finance and Insurance,,52
5045517180,Finance and Insurance,,52
5064620746,,,
5069404568,,,
5076356527,,,
5081763676,Management of Companies and Enterprises,,55
5082827431,Finance and Insurance,,52
5082833515,Finance and Insurance,,52
5083222118,Finance and Insurance,,52
5083306062,Finance and Insurance,,52
5083343815,Finance and Insurance,,52
4295933211,Finance and Insurance,,52
4296041128,Finance and Insurance,,52
4296652516,Finance and Insurance,,52
4296694546,Finance and Insurance,,52
4296722556,Finance and Insurance,,52
4296933567,Finance and Insurance,,52
4297198689,Finance and Insurance,,52
4297258466,Finance and Insurance,,52
4297721520,Finance and Insurance,,52
5001099263,Finance and Insurance,,52
5001121664,Finance and Insurance,254900J7HJSTWB7JFW86,52
5038038193,,,
5040274308,Finance and Insurance,,52
5040274513,Finance and Insurance,,52
5040932414,Finance and Insurance,,52
5040933191,Finance and Insurance,,52
5040933215,Finance and Insurance,,52
5040933287,Finance and Insurance,,52
5040941915,Finance and Insurance,,52
5040941916,Finance and Insurance,,52
5040942432,Finance and Insurance,,52
5040943369,Finance and Insurance,,52
5042250253,Finance and Insurance,,52
5046911395,Finance and Insurance,,52
5052148393,Finance and Insurance,,52
5061699610,Finance and Insurance,,52
5062284864,Finance and Insurance,,52
5071525356,,,
5071526527,,,
5071527678,,,
5073620347,Finance and Insurance,,52
5073980955,Finance and Insurance,,52
5079141359,Finance and Insurance,,52
5081149431,Finance and Insurance,,52
5081364432,Finance and Insurance,,52
5081763044,Finance and Insurance,,52
5081776027,Management of Companies and Enterprises,,55
5081965114,Finance and Insurance,,52
5081965485,Finance and Insurance,,52
5081965608,Finance and Insurance,,52
5081968849,Management of Companies and Enterprises,,55
5082030756,Finance and Insurance,,52
5082051126,,,
5082065805,,,
5082094271,,,
5082155790,Finance and Insurance,,52
5082834137,Finance and Insurance,,52
5083162097,Finance and Insurance,,52
5083162101,Finance and Insurance,,52
5083201103,Finance and Insurance,,52
5083217776,Management of Companies and Enterprises,,55
5083261966,Finance and Insurance,,52
5083292436,Finance and Insurance,,52
5083337367,Finance and Insurance,,52
5083339930,Finance and Insurance,,52
5083441961,Finance and Insurance,,52
5083565643,Management of Companies and Enterprises,,55
5081168302,,,
5083240544,Wholesale Trade,,42
4296753893,,,
5000899962,Utilities,,22
5000899965,Construction,,23
5001123554,Utilities,254900WMSCP2BQZZ9P06,22
5042215092,Utilities,,22
5052527810,Educational Services,,61
5064637497,Educational Services,,61
5079909630,Public Administration,,92
5080073758,Public Administration,,92
5081504430,Real Estate and Rental and Leasing,,53
5081662047,Public Administration,,92
5082706369,Accommodation and Food Services,,72
5082709536,Educational Services,,61
5082709848,Educational Services,,61
5082710112,Educational Services,,61
5082710187,Educational Services,,61
5082711624,Educational Services,,61
5082711771,Educational Services,,61
5082711780,Educational Services,,61
5082711835,Educational Services,,61
5082732274,Educational Services,,61
5082732760,Educational Services,,61
5082874282,Educational Services,,61
5082888627,"Mining, Quarrying, and Oil and Gas Extraction",,21
5082888639,Retail Trade,,44-45
5082889105,Retail Trade,,44-45
5082889441,Educational Services,,61
5082889800,Educational Services,,61
5082889856,Educational Services,,61
5083218040,"Professional, Scientific, and Technical Services",,54
5083231958,Educational Services,,61
5083232183,Manufacturing,,31-33
5083233861,Educational Services,,61
5070822061,Real Estate and Rental and Leasing,,53
5082859991,Other Services (except Public Administration),,81
5082859992,Other Services (except Public Administration),,81
5082859993,Other Services (except Public Administration),,81
5082859997,Other Services (except Public Administration),,81
5082860001,Other Services (except Public Administration),,81
5082860004,Other Services (except Public Administration),,81
5082860006,Other Services (except Public Administration),,81
5082860007,Real Estate and Rental and Leasing,,53
5083608119,Public Administration,,92
4297098731,,,
5063349445,Retail Trade,,44-45
5081971272,Retail Trade,,44-45
5081971442,Wholesale Trade,,42
5081971445,Manufacturing,,31-33
5082030166,Wholesale Trade,,42
5082030172,Retail Trade,,44-45
5082030174,Retail Trade,,44-45
5083050806,Wholesale Trade,,42
5083050817,Wholesale Trade,,42
5083082164,Manufacturing,,31-33
5083082173,Wholesale Trade,,42
5083082175,Wholesale Trade,,42
5083082183,Wholesale Trade,,42
5083082186,Wholesale Trade,,42
5083082187,Wholesale Trade,,42
5083186643,Wholesale Trade,,42
5083190883,Wholesale Trade,,42
5083218150,Manufacturing,,31-33
5083219515,Retail Trade,,44-45
5083315017,Wholesale Trade,,42
5083316276,Wholesale Trade,,42
5083317729,Wholesale Trade,,42
5083317841,Wholesale Trade,,42
5083335587,Wholesale Trade,,42
5083537825,Retail Trade,,44-45
5083538083,Retail Trade,,44-45
4295882987,Transportation and Warehousing,,48-49
4295882999,Real Estate and Rental and Leasing,,53
4295883012,Transportation and Warehousing,,48-49
4295959498,Transportation and Warehousing,,48-49
4296010073,Administrative and Support and Waste Management and Remediation Services,,56
4296015814,Manufacturing,,31-33
4296095755,Manufacturing,,31-33
4296173564,Finance and Insurance,984500CC2EE8539A0908,52
4296177475,Administrative and Support and Waste Management and Remediation Services,,56
4296206185,"Professional, Scientific, and Technical Services",,54
4296206189,Real Estate and Rental and Leasing,222100FN465IP5OOQF42,53
4296206193,Manufacturing,529900LL1LTGOYEBVQ60,31-33
4296206211,Manufacturing,529900538DENM4GFBL05,31-33
4296279877,Administrative and Support and Waste Management and Remediation Services,222100S3ZAQ3FLRDV217,56
4296291677,Construction,,23
4296291689,,,
4296291692,,529900SK1D1080W1MC02,
4296291711,Manufacturing,,31-33
4296291714,Administrative and Support and Waste Management and Remediation Services,2221005ZJG92I8JJ7753,56
4296296089,Finance and Insurance,213800Z65ZU88AD5H331,52
4296408940,Transportation and Warehousing,5493002ZQSNP2O3MG667,48-49
4296511790,,222100ACQNN31AKCMG84,
4296540238,Administrative and Support and Waste Management and Remediation Services,,56
4296549681,Administrative and Support and Waste Management and Remediation Services,,56
4296555258,Transportation and Warehousing,,48-49
4296630955,,549300ZKFGE58TRU3P77,
4296636099,,,
4296665855,Transportation and Warehousing,,48-49
4296738299,"Professional, Scientific, and Technical Services",,54
4296746314,Transportation and Warehousing,,48-49
4296801406,"Professional, Scientific, and Technical Services",549300IUZXBG22RG2V23,54
4296823808,Transportation and Warehousing,222100KAU87CY4L4FC69,48-49
4296888255,,,
4296893209,Administrative and Support and Waste Management and Remediation Services,,56
4296913211,Administrative and Support and Waste Management and Remediation Services,,56
4296916352,"Professional, Scientific, and Technical Services",,54
4296961663,Administrative and Support and Waste Management and Remediation Services,,56
4296995162,Manufacturing,222100HLVMDHL1234R67,31-33
4297016875,"Professional, Scientific, and Technical Services",529900ZJH2LGTDBVGF59,54
4297025481,,,
4297058300,Finance and Insurance,54930045CRYTH0OUOH72,52
4297117993,Transportation and Warehousing,,48-49
4297128842,,,
4297180809,,,
4297261850,Finance and Insurance,,52
4297406852,Transportation and Warehousing,,48-49
4297547368,Administrative and Support and Waste Management and Remediation Services,2221006E6ZAV1KKJ2246,56
4297548485,"Professional, Scientific, and Technical Services",222100D7D98APMA9KM73,54
4297607790,Administrative and Support and Waste Management and Remediation Services,,56
4297629421,"Professional, Scientific, and Technical Services",,54
4297659544,,,
4297833018,Transportation and Warehousing,5493000OTMGK2KJFRD58,48-49
4297843189,,,
4297866944,Construction,,23
4297880367,Administrative and Support and Waste Management and Remediation Services,,56
4297990536,Administrative and Support and Waste Management and Remediation Services,,56
4298007911,"Professional, Scientific, and Technical Services",,54
4298017878,Transportation and Warehousing,222100OJP1LI79D65209,48-49
4298073168,,,
4298108905,Administrative and Support and Waste Management and Remediation Services,,56
4298124670,Transportation and Warehousing,,48-49
4298128125,"Professional, Scientific, and Technical Services",,54
4298133405,Transportation and Warehousing,,48-49
4298281582,Transportation and Warehousing,,48-49
4298281597,Construction,,23
4298281617,Manufacturing,,31-33
4298281619,Construction,,23
4298281638,"Professional, Scientific, and Technical Services",,54
4298281650,Transportation and Warehousing,,48-49
4298281666,"Professional, Scientific, and Technical Services",222100HLJG524J4P1R45,54
4298281673,Transportation and Warehousing,549300E14KIIC6LXQJ20,48-49
4298281674,Administrative and Support and Waste Management and Remediation Services,,56
4298281680,Administrative and Support and Waste Management and Remediation Services,,56
4298281682,Administrative and Support and Waste Management and Remediation Services,,56
4298281692,Construction,2221004TJ8CPLSBWFL53,23
4298281697,Construction,984500ECB8CO7DD4DA32,23
4298281720,Construction,,23
4298281742,Administrative and Support and Waste Management and Remediation Services,,56
4298281760,Transportation and Warehousing,,48-49
4298281778,Construction,,23
4298281779,Finance and Insurance,,52
4298281796,Administrative and Support and Waste Management and Remediation Services,,56
4298281800,Transportation and Warehousing,,48-49
4298281815,Construction,222100ZUPOBIFDYUJG78,23
4298281831,Construction,549300HSOHY4UBPX1L61,23
4298281832,Transportation and Warehousing,894500DEOZL2I9GM7L91,48-49
4298281843,Construction,,23
4298281857,Transportation and Warehousing,,48-49
4298281878,Real Estate and Rental and Leasing,,53
4298281884,"Professional, Scientific, and Technical Services",,54
4298281895,Construction,222100UN6Z5YJ17PO818,23
4298281909,,,
4298281924,Transportation and Warehousing,549300HZUX5893ZZJV16,48-49
4298281929,Construction,,23
4298281932,Construction,,23
4298342522,Transportation and Warehousing,,48-49
4298342601,Wholesale Trade,,42
4298342617,Transportation and Warehousing,,48-49
4298342625,Transportation and Warehousing,,48-49
4298360755,,,
4298421681,Manufacturing,,31-33
4298448770,Management of Companies and Enterprises,5493003OUZFLPZKIK764,55
4298449594,,213800WAKTEOOUJCV297,
4298449608,Management of Companies and Enterprises,549300OBO72JSRCGE833,55
4298449671,Administrative and Support and Waste Management and Remediation Services,,56
4298449722,"Professional, Scientific, and Technical Services",,54
4298449810,"Professional, Scientific, and Technical Services",,54
4298449837,Finance and Insurance,549300NJ0KXUBDXZXP57,52
4298449865,Management of Companies and Enterprises,549300X7LC5BNH1DBD74,55
4298449889,Real Estate and Rental and Leasing,,53
4298450061,Construction,222100TI821LQ364YQ04,23
