Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5062237275,Wholesale Trade,,42
5062237277,Manufacturing,,31-33
5062237284,Manufacturing,,31-33
5062237285,Manufacturing,,31-33
5062237304,Administrative and Support and Waste Management and Remediation Services,,56
5062237314,Wholesale Trade,,42
5062237339,Manufacturing,,31-33
5062237350,Manufacturing,,31-33
5062237351,Manufacturing,,31-33
5062237353,Wholesale Trade,,42
5062237355,Manufacturing,,31-33
5062237389,Wholesale Trade,,42
5062237398,Manufacturing,,31-33
5062237404,Manufacturing,,31-33
5062237413,Manufacturing,,31-33
5062237414,Manufacturing,,31-33
5062237415,Wholesale Trade,,42
5062237421,Administrative and Support and Waste Management and Remediation Services,,56
5062237434,Manufacturing,,31-33
5062237437,Manufacturing,,31-33
5062237462,Manufacturing,,31-33
5062237474,Manufacturing,,31-33
5062237488,Manufacturing,,31-33
5062237492,Wholesale Trade,,42
5062237547,Manufacturing,,31-33
5062237560,Manufacturing,,31-33
5062237561,Manufacturing,,31-33
5062237574,Other Services (except Public Administration),,81
5062237586,Wholesale Trade,,42
5062237597,Manufacturing,,31-33
5062237612,Manufacturing,,31-33
5062237641,Manufacturing,,31-33
5062237643,Manufacturing,655600VLOAQIGGJNS642,31-33
5062237648,Manufacturing,,31-33
5062237681,Manufacturing,,31-33
5062237688,Manufacturing,,31-33
5062237718,Manufacturing,,31-33
5062237721,Manufacturing,,31-33
5062237736,Manufacturing,,31-33
5062237763,Manufacturing,,31-33
5062237773,Manufacturing,,31-33
5062237778,Manufacturing,,31-33
5062237780,Manufacturing,,31-33
5062237786,,,
5062237796,Administrative and Support and Waste Management and Remediation Services,,56
5062237801,Manufacturing,,31-33
5062237802,Manufacturing,,31-33
5062237805,Manufacturing,,31-33
5062237808,Manufacturing,,31-33
5062237809,Manufacturing,,31-33
5062237811,Manufacturing,,31-33
5062237830,Manufacturing,,31-33
5062237850,Manufacturing,,31-33
5062237867,Manufacturing,,31-33
5062237876,Manufacturing,,31-33
5062237888,Wholesale Trade,,42
5062237918,Wholesale Trade,,42
5062237940,Wholesale Trade,,42
5062237948,Wholesale Trade,,42
5062237950,Manufacturing,,31-33
5062237951,Manufacturing,,31-33
5062237952,Manufacturing,,31-33
5062237956,Manufacturing,,31-33
5062238006,Manufacturing,,31-33
5062238008,Wholesale Trade,,42
5062238023,Wholesale Trade,,42
5062238024,Wholesale Trade,,42
5062238025,Other Services (except Public Administration),,81
5062238041,Retail Trade,,44-45
5062238057,Manufacturing,,31-33
5062238067,Retail Trade,,44-45
5062238076,Wholesale Trade,,42
5062238082,Wholesale Trade,,42
5062238095,Manufacturing,,31-33
5062238098,"Agriculture, Forestry, Fishing and Hunting",,11
5062238102,Manufacturing,,31-33
5062238104,Retail Trade,,44-45
5062238126,Manufacturing,,31-33
5062238130,Wholesale Trade,,42
5062238153,Wholesale Trade,,42
5062239108,Manufacturing,,31-33
5062239126,Manufacturing,,31-33
5062239127,Manufacturing,,31-33
5062239129,Other Services (except Public Administration),,81
5062239210,Manufacturing,,31-33
5062239212,Wholesale Trade,,42
5062239219,Manufacturing,,31-33
5062239239,Wholesale Trade,,42
5062239260,Manufacturing,,31-33
5062239264,Manufacturing,,31-33
5062239268,Manufacturing,,31-33
5062239274,Manufacturing,,31-33
5062239332,Manufacturing,,31-33
5062239333,Manufacturing,300300HJ53T0SHANTG48,31-33
5062239334,Manufacturing,,31-33
5062239344,Manufacturing,,31-33
5062239356,Manufacturing,,31-33
5062239366,Manufacturing,,31-33
5062239367,"Agriculture, Forestry, Fishing and Hunting",,11
5062239369,Manufacturing,,31-33
5062239373,Wholesale Trade,,42
5062239376,Manufacturing,,31-33
5062239378,Manufacturing,,31-33
5062239380,Manufacturing,,31-33
5062239384,Manufacturing,,31-33
5062239401,Manufacturing,,31-33
5062239411,"Agriculture, Forestry, Fishing and Hunting",,11
5062239419,Manufacturing,,31-33
5062239422,Manufacturing,,31-33
5062239427,"Agriculture, Forestry, Fishing and Hunting",,11
5062239434,Manufacturing,,31-33
5062239435,Manufacturing,,31-33
5062239440,Manufacturing,,31-33
5062239441,Manufacturing,,31-33
5062239443,Manufacturing,,31-33
5062239444,Manufacturing,,31-33
5062239447,Manufacturing,,31-33
5062239448,"Agriculture, Forestry, Fishing and Hunting",,11
5062239449,Manufacturing,,31-33
5062239451,Manufacturing,,31-33
5062239460,Manufacturing,,31-33
5062239461,Manufacturing,,31-33
5062239463,Manufacturing,,31-33
5062239465,Manufacturing,,31-33
5062239471,Manufacturing,,31-33
5062239512,Manufacturing,,31-33
5062239513,Manufacturing,,31-33
5062239525,,,
5062239535,Manufacturing,,31-33
5062239538,Manufacturing,,31-33
5062239540,Manufacturing,,31-33
5062239541,Manufacturing,,31-33
5062239542,Manufacturing,,31-33
5062239544,Manufacturing,,31-33
5062239547,Manufacturing,,31-33
5062239549,Manufacturing,,31-33
5062239551,Manufacturing,,31-33
5062239552,Manufacturing,,31-33
5062239553,Manufacturing,,31-33
5062239557,Manufacturing,,31-33
5062239558,Manufacturing,,31-33
5062239575,Manufacturing,,31-33
5062239579,Manufacturing,,31-33
5062239580,Manufacturing,,31-33
5062239581,Manufacturing,,31-33
5062239588,Wholesale Trade,,42
5062239589,Manufacturing,,31-33
5062239596,Manufacturing,,31-33
5062239597,Manufacturing,,31-33
5062239603,Manufacturing,,31-33
5062239605,Manufacturing,,31-33
5062239609,Manufacturing,,31-33
5062239615,Manufacturing,,31-33
5062239618,Manufacturing,,31-33
5062239625,Manufacturing,,31-33
5062239629,Manufacturing,,31-33
5062239635,Manufacturing,,31-33
5062239644,Manufacturing,,31-33
5062239658,Manufacturing,,31-33
5062239663,Manufacturing,,31-33
5062239667,Manufacturing,,31-33
5062239671,Manufacturing,,31-33
5062239673,,,
5062239674,Manufacturing,,31-33
5062239677,Manufacturing,,31-33
5062239678,Manufacturing,,31-33
5062239680,Manufacturing,,31-33
5062239687,"Agriculture, Forestry, Fishing and Hunting",,11
5062239691,Manufacturing,,31-33
5062239693,Manufacturing,,31-33
5062239697,Manufacturing,,31-33
5062239698,Manufacturing,,31-33
5062239702,"Agriculture, Forestry, Fishing and Hunting",,11
5062239703,Manufacturing,,31-33
5062239711,Manufacturing,,31-33
5062239715,Manufacturing,,31-33
5062239725,Manufacturing,,31-33
5062239727,Manufacturing,,31-33
5062239728,Manufacturing,,31-33
5062239734,Manufacturing,,31-33
5062239737,Manufacturing,,31-33
5062239739,Manufacturing,,31-33
5062239749,Manufacturing,,31-33
5062239753,Manufacturing,,31-33
5062239755,Manufacturing,,31-33
5062239756,Manufacturing,,31-33
5062239757,Manufacturing,,31-33
5062239759,Manufacturing,,31-33
5062239766,Manufacturing,,31-33
5062239774,Manufacturing,,31-33
5062239775,Manufacturing,,31-33
5062239782,Manufacturing,,31-33
5062239784,Manufacturing,,31-33
5062239791,Manufacturing,,31-33
5062239796,Manufacturing,,31-33
5062239801,Manufacturing,,31-33
5062239806,Manufacturing,,31-33
5062239824,Manufacturing,,31-33
5062239827,Manufacturing,,31-33
5062239835,Manufacturing,,31-33
5062239839,Manufacturing,,31-33
5062239845,Manufacturing,,31-33
5062239851,Manufacturing,,31-33
5062239853,Manufacturing,,31-33
5062239855,"Agriculture, Forestry, Fishing and Hunting",,11
5062239856,Manufacturing,,31-33
5062239857,"Agriculture, Forestry, Fishing and Hunting",,11
5062239873,Manufacturing,,31-33
5062239878,Manufacturing,,31-33
5062239889,Manufacturing,300300INCDF9WY52B580,31-33
5062239897,Manufacturing,,31-33
5062239899,Manufacturing,,31-33
5062239904,Manufacturing,,31-33
5062239905,Manufacturing,,31-33
5062239911,Manufacturing,,31-33
5062239912,Manufacturing,,31-33
5062239914,Manufacturing,,31-33
5062239918,Manufacturing,,31-33
5062239924,Manufacturing,,31-33
5062239925,Manufacturing,,31-33
5062239939,Manufacturing,,31-33
5062239947,Manufacturing,,31-33
5062239962,Manufacturing,,31-33
5062239977,Manufacturing,,31-33
5062239998,Manufacturing,,31-33
5062240002,Manufacturing,,31-33
5062240004,Manufacturing,,31-33
5062240005,Manufacturing,,31-33
5062240006,Manufacturing,,31-33
5062240014,Manufacturing,,31-33
5062240063,Manufacturing,,31-33
5062240065,Manufacturing,,31-33
5062240091,Manufacturing,,31-33
5062240105,Manufacturing,,31-33
5062240107,Manufacturing,,31-33
5062240110,Manufacturing,,31-33
5062240117,Manufacturing,,31-33
5062240122,Manufacturing,,31-33
5062240132,Manufacturing,,31-33
5062240133,Manufacturing,,31-33
5062240136,"Agriculture, Forestry, Fishing and Hunting",,11
5062240143,Manufacturing,,31-33
5062240146,Manufacturing,,31-33
5062240153,Manufacturing,,31-33
5062240155,Manufacturing,,31-33
5062240157,Manufacturing,,31-33
5062240158,Manufacturing,,31-33
5062240160,Manufacturing,,31-33
5062240169,Manufacturing,,31-33
5062240170,Manufacturing,,31-33
5062240171,Manufacturing,,31-33
5062240172,Manufacturing,,31-33
5062240175,Manufacturing,,31-33
5062240191,Manufacturing,,31-33
5062240218,Manufacturing,,31-33
5062240224,Manufacturing,,31-33
5062240233,Manufacturing,,31-33
5062240236,Manufacturing,,31-33
5062240239,Manufacturing,,31-33
5062240240,Wholesale Trade,,42
5062240243,"Agriculture, Forestry, Fishing and Hunting",,11
5062240244,Manufacturing,,31-33
5062240246,Manufacturing,,31-33
5062240249,Manufacturing,,31-33
5062240258,Wholesale Trade,,42
5062240259,Manufacturing,,31-33
5062240262,Wholesale Trade,,42
5062240268,Manufacturing,,31-33
5062240276,Manufacturing,,31-33
5062240285,Manufacturing,,31-33
5062240293,Wholesale Trade,,42
5062240296,Manufacturing,,31-33
5062240297,Manufacturing,,31-33
5062240298,Manufacturing,,31-33
5062240300,Manufacturing,,31-33
5062240301,Manufacturing,,31-33
5062240306,Manufacturing,,31-33
5062240307,Manufacturing,,31-33
5062240309,Manufacturing,,31-33
5062240311,Manufacturing,,31-33
5062240317,Manufacturing,,31-33
5062240320,Manufacturing,,31-33
5062240322,Manufacturing,,31-33
5062240329,Manufacturing,,31-33
5062240334,Wholesale Trade,,42
5062240347,Retail Trade,,44-45
5062240352,Wholesale Trade,,42
5062240353,Manufacturing,,31-33
5062240360,Manufacturing,,31-33
5062240376,Manufacturing,,31-33
5062240380,Manufacturing,,31-33
5062240383,Manufacturing,,31-33
5062240391,Manufacturing,,31-33
5062240393,Manufacturing,,31-33
5062240397,Manufacturing,,31-33
5062240401,Manufacturing,,31-33
5062240413,Manufacturing,,31-33
5062240419,Manufacturing,,31-33
5062240421,Manufacturing,,31-33
5062240422,Manufacturing,,31-33
5062240424,Wholesale Trade,,42
5062240425,Manufacturing,,31-33
5062240426,Manufacturing,,31-33
5062240429,Manufacturing,,31-33
5062240431,Manufacturing,,31-33
5062240450,Manufacturing,,31-33
5062240453,Manufacturing,,31-33
5062240456,Manufacturing,,31-33
5062240471,Manufacturing,,31-33
5062240498,Manufacturing,,31-33
5062240535,Manufacturing,,31-33
5062240538,Manufacturing,,31-33
5062240539,Manufacturing,,31-33
5062240540,Manufacturing,300300QIAUA1OO68IG93,31-33
5062240550,Manufacturing,,31-33
5062240553,Manufacturing,,31-33
5062240563,Manufacturing,,31-33
5062240568,Manufacturing,,31-33
5062240570,Manufacturing,,31-33
5062240573,Manufacturing,,31-33
5062240577,Manufacturing,,31-33
5062240581,Manufacturing,,31-33
5062240582,Manufacturing,,31-33
5062240596,Manufacturing,,31-33
5062240598,Manufacturing,,31-33
5062240606,Manufacturing,,31-33
5062240608,Manufacturing,,31-33
5062240610,Manufacturing,,31-33
5062240614,Manufacturing,,31-33
5062240615,Manufacturing,,31-33
5062240620,Manufacturing,,31-33
5062240623,Manufacturing,,31-33
5062240626,Manufacturing,,31-33
5062240628,"Agriculture, Forestry, Fishing and Hunting",,11
5062240675,Manufacturing,,31-33
5062240688,Manufacturing,,31-33
5062240694,Manufacturing,,31-33
5062240699,Manufacturing,,31-33
5062240718,Manufacturing,,31-33
5062240720,Manufacturing,,31-33
5062240737,Manufacturing,,31-33
5062240741,Manufacturing,,31-33
5062240745,Manufacturing,,31-33
5062240753,Manufacturing,,31-33
5062240782,,,
5062240790,Manufacturing,,31-33
5062240794,Manufacturing,,31-33
5062240806,Manufacturing,,31-33
5062240829,Manufacturing,,31-33
5062240838,Manufacturing,,31-33
5062240840,Manufacturing,,31-33
5062240842,Manufacturing,,31-33
5062240845,Manufacturing,,31-33
5062240849,Manufacturing,,31-33
5062240852,Manufacturing,,31-33
5062240854,"Agriculture, Forestry, Fishing and Hunting",,11
5062240860,"Agriculture, Forestry, Fishing and Hunting",,11
5062240862,Manufacturing,,31-33
5062240863,Manufacturing,,31-33
5062240864,Manufacturing,,31-33
5062240867,Manufacturing,,31-33
5062240869,Wholesale Trade,,42
5062240873,Manufacturing,,31-33
5062240877,Manufacturing,,31-33
5062240886,Manufacturing,,31-33
5062240899,Manufacturing,,31-33
5062240928,Manufacturing,,31-33
5062240949,Manufacturing,,31-33
5062240959,Manufacturing,,31-33
5062240982,Manufacturing,,31-33
5062241014,Manufacturing,,31-33
5062241019,Manufacturing,,31-33
5062241021,Manufacturing,,31-33
5062241023,Manufacturing,,31-33
5062241025,Manufacturing,,31-33
5062241065,Manufacturing,,31-33
5062241075,Manufacturing,,31-33
5062241076,"Agriculture, Forestry, Fishing and Hunting",,11
5062241087,Manufacturing,,31-33
5062241089,"Agriculture, Forestry, Fishing and Hunting",,11
5062241098,Manufacturing,,31-33
5062241107,Manufacturing,,31-33
5062241110,Manufacturing,,31-33
5062241111,Manufacturing,,31-33
5062241113,"Agriculture, Forestry, Fishing and Hunting",,11
5062241127,Manufacturing,,31-33
5062241129,Manufacturing,,31-33
5062241136,Wholesale Trade,,42
5062241155,"Agriculture, Forestry, Fishing and Hunting",,11
5062241170,Manufacturing,,31-33
5062241183,Manufacturing,,31-33
5062241188,Manufacturing,,31-33
5062241196,"Agriculture, Forestry, Fishing and Hunting",,11
5062241197,Manufacturing,,31-33
5062241208,Manufacturing,,31-33
5062241214,Manufacturing,,31-33
5062241221,Manufacturing,,31-33
5062241231,Manufacturing,,31-33
5062241233,"Agriculture, Forestry, Fishing and Hunting",,11
5062241254,Manufacturing,,31-33
5062241266,Wholesale Trade,,42
5062241270,Manufacturing,,31-33
5062241290,Manufacturing,,31-33
5062241299,Manufacturing,,31-33
5062241306,Manufacturing,,31-33
5062241314,Manufacturing,,31-33
5062241317,Manufacturing,,31-33
5062241319,Manufacturing,,31-33
5062241320,Manufacturing,,31-33
5062241322,Manufacturing,,31-33
5062241327,Manufacturing,,31-33
5062241331,Manufacturing,,31-33
5062241333,Manufacturing,,31-33
5062241336,Manufacturing,,31-33
5062241340,Manufacturing,,31-33
5062241341,Manufacturing,,31-33
5062241342,Manufacturing,,31-33
5062241343,Manufacturing,,31-33
5062241347,Manufacturing,,31-33
5062241348,Manufacturing,,31-33
5062241349,Manufacturing,,31-33
5062241350,Manufacturing,,31-33
5062241354,Manufacturing,,31-33
5062241364,Retail Trade,,44-45
5062241374,Wholesale Trade,,42
5062241375,Manufacturing,,31-33
5062241378,Manufacturing,,31-33
5062241380,Manufacturing,,31-33
5062241389,Manufacturing,,31-33
5062241394,"Agriculture, Forestry, Fishing and Hunting",,11
5062241400,Manufacturing,,31-33
5062241415,Wholesale Trade,,42
5062241423,Retail Trade,,44-45
5062241425,Manufacturing,,31-33
5062241426,Manufacturing,,31-33
5062241427,Manufacturing,,31-33
5062241433,Manufacturing,,31-33
5062241435,Manufacturing,,31-33
5062241444,Manufacturing,,31-33
5062241449,Manufacturing,,31-33
5062241451,Manufacturing,,31-33
5062241452,Manufacturing,,31-33
5062241453,Manufacturing,,31-33
5062241454,Manufacturing,,31-33
5062241457,Manufacturing,,31-33
5062241459,Manufacturing,,31-33
5062241460,,,
5062241461,Manufacturing,,31-33
5062241462,Manufacturing,,31-33
5062241465,Manufacturing,,31-33
5062241466,"Agriculture, Forestry, Fishing and Hunting",,11
5062241468,Manufacturing,,31-33
5062241469,Manufacturing,,31-33
5062241471,Manufacturing,,31-33
5062241475,Manufacturing,,31-33
5062241476,Manufacturing,,31-33
5062241479,Manufacturing,,31-33
5062241485,Manufacturing,,31-33
5062241486,Manufacturing,,31-33
5062241488,Manufacturing,,31-33
5062241489,Manufacturing,,31-33
5062241490,Manufacturing,,31-33
5062241496,Wholesale Trade,,42
5062241497,Retail Trade,,44-45
5062241503,Wholesale Trade,,42
5062241507,Wholesale Trade,,42
5062241514,Manufacturing,,31-33
5062241517,Wholesale Trade,,42
5062241521,Retail Trade,,44-45
5062241524,Wholesale Trade,,42
5062241534,Manufacturing,,31-33
5062241535,Manufacturing,,31-33
5062241536,Manufacturing,,31-33
5062241537,"Agriculture, Forestry, Fishing and Hunting",,11
5062241540,Manufacturing,,31-33
5062241543,Manufacturing,,31-33
5062241546,Manufacturing,,31-33
5062241550,Manufacturing,,31-33
5062241553,Other Services (except Public Administration),,81
5062241556,Manufacturing,,31-33
5062241571,Manufacturing,,31-33
5062241574,Manufacturing,,31-33
5062241581,Manufacturing,,31-33
5062241588,Manufacturing,,31-33
5062241599,Manufacturing,,31-33
5062241611,Manufacturing,,31-33
5062241625,Wholesale Trade,,42
5062241648,Wholesale Trade,,42
5062241659,Wholesale Trade,,42
5062241739,Wholesale Trade,,42
5062241747,"Agriculture, Forestry, Fishing and Hunting",,11
5062241765,Manufacturing,,31-33
5062241778,Manufacturing,,31-33
5062241784,Retail Trade,,44-45
5062241789,Retail Trade,,44-45
5062241790,Retail Trade,,44-45
5062241791,Retail Trade,,44-45
5062241794,Wholesale Trade,,42
5062241804,Retail Trade,,44-45
5062241808,Manufacturing,,31-33
5062241809,Retail Trade,,44-45
5062241812,Wholesale Trade,,42
5062241818,Retail Trade,,44-45
5062241821,Wholesale Trade,,42
5062241823,Retail Trade,,44-45
5062241824,Manufacturing,,31-33
5062241825,Manufacturing,,31-33
5062241831,,,
5062241836,Manufacturing,,31-33
5062241842,Wholesale Trade,,42
5062241848,Retail Trade,,44-45
5062241850,Retail Trade,,44-45
5062241854,Manufacturing,,31-33
5062241855,Retail Trade,,44-45
5062241879,Retail Trade,,44-45
5062241880,Retail Trade,,44-45
5062241884,Wholesale Trade,,42
