Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5041827356,Wholesale Trade,,42
5041945981,Wholesale Trade,,42
5041964090,Manufacturing,5493003ZCFM0C230FN86,31-33
5041964100,Manufacturing,,31-33
5041972998,Wholesale Trade,,42
5041976760,Manufacturing,,31-33
5041976799,"Agriculture, Forestry, Fishing and Hunting",,11
5041978702,Manufacturing,,31-33
5041978721,,636700FKE3A31YBZRZ68,
5041980166,Wholesale Trade,,42
5041980497,,,
5042212854,Wholesale Trade,98450032AJ4CF4037D04,42
5042213553,,,
5042214061,Wholesale Trade,,42
5042216993,Manufacturing,,31-33
5042217138,,,
5042217312,Manufacturing,,31-33
5042218024,Manufacturing,,31-33
5042218071,Manufacturing,,31-33
5042218283,Wholesale Trade,,42
5042218730,Manufacturing,,31-33
5042218735,Wholesale Trade,,42
5042222286,Manufacturing,,31-33
5042222306,Manufacturing,254900RI4XWD0HPZLZ15,31-33
5042222349,Manufacturing,,31-33
5042230428,,,
5042236226,Manufacturing,,31-33
5042238426,Manufacturing,549300KY36I8G3O4MC87,31-33
5042240933,Real Estate and Rental and Leasing,,53
5042270879,,,
5042953654,,98450060D08Z1T6E8E59,
5042953719,Manufacturing,,31-33
5042953951,Manufacturing,,31-33
5042953968,Manufacturing,,31-33
5042954199,,,
5042954310,Manufacturing,,31-33
5042954579,Manufacturing,,31-33
5042954917,,,
5042955081,Manufacturing,,31-33
5042955309,,,
5042955501,"Mining, Quarrying, and Oil and Gas Extraction",,21
5042955570,Manufacturing,,31-33
5042955616,Manufacturing,,31-33
5042955618,,549300F7U9ID6WPR1T13,
5042955633,Manufacturing,,31-33
5042955930,Wholesale Trade,,42
5042955946,,,
5042955965,Manufacturing,,31-33
5042956038,Manufacturing,,31-33
5042956134,Manufacturing,,31-33
5042956162,Manufacturing,,31-33
5042956436,Wholesale Trade,,42
5042956488,Retail Trade,,44-45
5042956622,,,
5042956643,,,
5042956645,,,
5042956660,Wholesale Trade,,42
5042956776,,,
5042956823,Manufacturing,,31-33
5042956824,Wholesale Trade,,42
5042956825,Wholesale Trade,549300DUU7Q13YJ6ED24,42
5042956830,Manufacturing,,31-33
5042956928,Manufacturing,,31-33
5042956932,,,
5042957004,Manufacturing,,31-33
5042957110,,,
5042957502,Manufacturing,,31-33
5042957602,Manufacturing,,31-33
5042960443,Manufacturing,,31-33
5042963013,Manufacturing,,31-33
5042979040,,,
5043322519,"Professional, Scientific, and Technical Services",984500994A383BF1AF92,54
5043331364,Manufacturing,894500L4MD1DP50J9O39,31-33
5043437233,Wholesale Trade,549300KEJ3U269027C32,42
5043439364,Manufacturing,549300N8GYMQD4E0X228,31-33
5043447447,Manufacturing,9845007EBIFD82EB2B65,31-33
5043447717,Wholesale Trade,,42
5043953784,,,
5043953820,,8945006KHZRGKODOJ859,
5044013243,Manufacturing,549300YSLPEZPQ563L74,31-33
5044167986,Manufacturing,549300UB3K3R4YUGUN31,31-33
5044168073,,,
5044168195,,,
5044169700,,549300JZ0XII8IHBTG54,
5044169718,Wholesale Trade,,42
5044175168,Manufacturing,2549005H0TNN3U5GXU27,31-33
5044175345,,,
5044175449,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044175462,Manufacturing,,31-33
5044178317,Wholesale Trade,,42
5044199305,Wholesale Trade,,42
5044244506,Wholesale Trade,636700XA7QS34Q7CE928,42
5044247829,Manufacturing,,31-33
5044251717,Manufacturing,,31-33
5044251744,Manufacturing,,31-33
5044251745,Manufacturing,,31-33
5044253204,Manufacturing,,31-33
5044270827,Wholesale Trade,,42
5044310415,,,
5044310454,Manufacturing,,31-33
5044310465,Manufacturing,,31-33
5044310488,,549300VGUMU8U2WRB791,
5044313130,Manufacturing,,31-33
5044315458,Manufacturing,,31-33
5044315463,Wholesale Trade,6367008AJ9Y1ZG4LCS59,42
5044340216,Manufacturing,549300PA68CBHUMBLL51,31-33
5044342106,Manufacturing,,31-33
5044342764,Manufacturing,,31-33
5044343880,Construction,,23
5044344721,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044345463,Wholesale Trade,,42
5044347180,Manufacturing,,31-33
5044347585,Manufacturing,,31-33
5044365639,Manufacturing,,31-33
5044534848,Wholesale Trade,,42
5044535415,Manufacturing,,31-33
5044535574,Wholesale Trade,,42
5044539202,Manufacturing,,31-33
5044539747,Manufacturing,,31-33
5044540738,Manufacturing,,31-33
5044540739,Wholesale Trade,,42
5044540741,Wholesale Trade,,42
5044540939,,,
5044540941,Manufacturing,,31-33
5044540946,Manufacturing,,31-33
5044543313,Manufacturing,,31-33
5044552717,Retail Trade,,44-45
5044555468,Manufacturing,,31-33
5044555481,Manufacturing,,31-33
5044555820,Wholesale Trade,,42
5044558725,"Agriculture, Forestry, Fishing and Hunting",,11
5044560741,Manufacturing,,31-33
5044561289,Manufacturing,,31-33
5044563678,Wholesale Trade,,42
5044565578,Manufacturing,,31-33
5044565589,Manufacturing,,31-33
5044569295,Manufacturing,,31-33
5044569302,Manufacturing,,31-33
5044569786,Manufacturing,,31-33
5044570194,Wholesale Trade,,42
5044570945,Wholesale Trade,,42
5044573977,Manufacturing,,31-33
5044574847,Manufacturing,,31-33
5044575714,Wholesale Trade,,42
5044576061,Manufacturing,,31-33
5044576757,Wholesale Trade,,42
5044577928,Wholesale Trade,,42
5044579151,Wholesale Trade,,42
5044581050,Wholesale Trade,,42
5044582648,Manufacturing,,31-33
5044587846,Manufacturing,,31-33
5044588454,Wholesale Trade,15953BM6VPXULOOLDK47,42
5044590258,,,
5044594299,Manufacturing,,31-33
5044594302,"Agriculture, Forestry, Fishing and Hunting",,11
5044600310,Manufacturing,,31-33
5044601039,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044601134,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044601136,Retail Trade,,44-45
5044603553,Wholesale Trade,,42
5044604006,Transportation and Warehousing,,48-49
5044604094,Manufacturing,,31-33
5044607168,Retail Trade,,44-45
5044609529,Wholesale Trade,,42
5044609556,"Agriculture, Forestry, Fishing and Hunting",,11
5044609853,Manufacturing,,31-33
5044609859,Wholesale Trade,5493009BTI3B5KKQN775,42
5044614094,Construction,,23
5044617011,Manufacturing,98450006CFCEQN5EE527,31-33
5044617012,Manufacturing,,31-33
5044620611,Manufacturing,,31-33
5044621519,Manufacturing,,31-33
5044624696,Manufacturing,,31-33
5044628275,Wholesale Trade,,42
5044630248,Retail Trade,,44-45
5044630471,Manufacturing,,31-33
5044630619,Manufacturing,984500B7EQ9G0A54FF33,31-33
5044632323,Wholesale Trade,529900C577UMKT3DAU27,42
5044632607,Manufacturing,,31-33
5044633438,Manufacturing,,31-33
5044634230,,,
5044634233,Wholesale Trade,,42
5044635197,Manufacturing,,31-33
5044635622,Manufacturing,,31-33
5044635674,Wholesale Trade,,42
5044635932,Manufacturing,,31-33
5044637111,Wholesale Trade,,42
5044637877,Manufacturing,,31-33
5044639932,Manufacturing,549300SULUY1CPCH3D30,31-33
5044640193,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044640213,Manufacturing,,31-33
5044640529,Manufacturing,,31-33
5044641698,Manufacturing,,31-33
5044644974,Wholesale Trade,,42
5044647374,Wholesale Trade,,42
5044647818,Wholesale Trade,,42
5044647819,Manufacturing,254900949ZLW78URWB07,31-33
5044650685,Manufacturing,549300CIMG5IKQPHSU91,31-33
5044650999,Manufacturing,,31-33
5044652086,Manufacturing,549300HIGCQ04KMNZZ74,31-33
5044652517,Wholesale Trade,,42
5044652520,,254900RTV0LEHO8DDB11,
5044653155,Manufacturing,549300GN8AHM88LVBC53,31-33
5044656786,Manufacturing,,31-33
5044661188,Manufacturing,9845000DAB0CD6DF3C96,31-33
5044661762,Manufacturing,,31-33
5044661990,Manufacturing,,31-33
5044662134,Manufacturing,,31-33
5044662136,Wholesale Trade,,42
5044673840,Manufacturing,549300N8I3Z8XP0JFD25,31-33
5044674444,Manufacturing,,31-33
5044675075,Manufacturing,,31-33
5044676120,,,
5044677060,Manufacturing,,31-33
5044678583,Manufacturing,549300BCMRGGNSC35S74,31-33
5044683972,Manufacturing,,31-33
5044683994,Manufacturing,,31-33
5044684741,Manufacturing,,31-33
5044686387,Manufacturing,,31-33
5044686879,Wholesale Trade,,42
5044687721,Manufacturing,,31-33
5044688554,Wholesale Trade,,42
5044693258,Wholesale Trade,,42
5044694057,Manufacturing,,31-33
5044694578,Wholesale Trade,,42
5044694937,Manufacturing,,31-33
5044695034,Real Estate and Rental and Leasing,254900RMYK9YBP59U035,53
5044695038,Manufacturing,,31-33
5044696977,Manufacturing,,31-33
5044701557,Manufacturing,549300NV1VFCH6ZG1R81,31-33
5044701613,Wholesale Trade,,42
5044703042,Manufacturing,254900VGNM73G2D3G607,31-33
5044704119,Manufacturing,,31-33
5044704725,Manufacturing,,31-33
5044705549,Manufacturing,,31-33
5044707051,Manufacturing,,31-33
5044707054,,,
5044707474,Manufacturing,,31-33
5044708038,Manufacturing,5493000XA3Y41LWXY368,31-33
5044708133,Wholesale Trade,,42
5044709325,Manufacturing,,31-33
5044710087,,,
5044710930,Wholesale Trade,,42
5044712029,,,
5044713172,Wholesale Trade,,42
5044713260,Wholesale Trade,,42
5044713449,Manufacturing,,31-33
5044715009,Manufacturing,,31-33
5044715259,Wholesale Trade,5493000UCFB2YRR7LT68,42
5044716788,"Agriculture, Forestry, Fishing and Hunting",636700YSQ5T865W0FL23,11
5044717534,Manufacturing,,31-33
5044717556,,984500AE940A38BE6C76,
5044717764,Manufacturing,,31-33
5044717917,Manufacturing,,31-33
5044718831,Wholesale Trade,5493003RCQAKVAHSRG54,42
5044718833,Manufacturing,,31-33
5044718836,Retail Trade,549300H6JX1BLZ7R0L98,44-45
5044719769,Manufacturing,,31-33
5044720454,Manufacturing,,31-33
5044720486,Manufacturing,549300BSCANDO4CJJ922,31-33
5044721501,,5493005F2MNBA45CNS47,
5044722224,Retail Trade,,44-45
5044722799,,,
5044723001,Wholesale Trade,,42
5044724148,,,
5044727426,Manufacturing,,31-33
5044729193,Real Estate and Rental and Leasing,,53
5044729925,Manufacturing,,31-33
5044730162,Manufacturing,,31-33
5044731508,Manufacturing,,31-33
5044732659,Manufacturing,,31-33
5044732771,Manufacturing,,31-33
5044732776,"Agriculture, Forestry, Fishing and Hunting",,11
5044736640,Wholesale Trade,5493004FKYMEA8BBGB48,42
5044736655,Retail Trade,,44-45
5044738208,Wholesale Trade,,42
5044738867,Manufacturing,,31-33
5044738999,Manufacturing,,31-33
5044741178,Wholesale Trade,,42
5044742390,Wholesale Trade,,42
5044743930,Wholesale Trade,,42
5044745025,Manufacturing,,31-33
5044745110,"Agriculture, Forestry, Fishing and Hunting",,11
5044746849,Manufacturing,,31-33
5044746993,Manufacturing,,31-33
5044747248,"Agriculture, Forestry, Fishing and Hunting",,11
5044747663,Manufacturing,549300WOCO5YCE9C3N30,31-33
5044747972,Manufacturing,,31-33
5044748023,Manufacturing,,31-33
5044748642,Manufacturing,,31-33
5044749161,Manufacturing,,31-33
5044749646,Manufacturing,,31-33
5044750095,Manufacturing,,31-33
5044750100,Wholesale Trade,,42
5044750132,Manufacturing,,31-33
5044751381,Manufacturing,,31-33
5044751479,Wholesale Trade,,42
5044751699,Manufacturing,,31-33
5044752956,Manufacturing,,31-33
5044752958,,,
5044753023,Manufacturing,,31-33
5044753029,Manufacturing,,31-33
5044753167,"Agriculture, Forestry, Fishing and Hunting",,11
5044753591,"Agriculture, Forestry, Fishing and Hunting",,11
5044754383,Manufacturing,,31-33
5044754794,Wholesale Trade,,42
5044755831,Manufacturing,,31-33
5044755871,Manufacturing,,31-33
5044756646,Manufacturing,,31-33
5044757512,Manufacturing,,31-33
5044759678,Manufacturing,5493002VPP35SSQGO646,31-33
5044760099,Manufacturing,,31-33
5044760104,Manufacturing,,31-33
5044761033,Manufacturing,,31-33
5044763196,Manufacturing,,31-33
5044764167,Manufacturing,,31-33
5044764241,Retail Trade,5493008M5EGG0KMQVW88,44-45
5044764406,Wholesale Trade,,42
5044765391,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044766376,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044767665,Manufacturing,,31-33
5044768524,Manufacturing,,31-33
5044768595,Manufacturing,,31-33
5044768596,Manufacturing,,31-33
5044770915,Manufacturing,,31-33
5044771162,Retail Trade,,44-45
5044771623,Manufacturing,,31-33
5044772289,Manufacturing,,31-33
5044772522,Wholesale Trade,,42
5044774001,Manufacturing,984500CCFAEHJABAAD75,31-33
5044774459,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044775604,Wholesale Trade,,42
5044775790,Manufacturing,,31-33
5044777333,Manufacturing,,31-33
5044777904,Manufacturing,,31-33
5044778094,Manufacturing,,31-33
5044778107,Manufacturing,,31-33
5044778583,Manufacturing,,31-33
5044780176,Manufacturing,54930091J8JBPKOLEJ90,31-33
5044780187,"Agriculture, Forestry, Fishing and Hunting",,11
5044780414,Wholesale Trade,,42
5044782258,Retail Trade,,44-45
5044784867,Wholesale Trade,549300VWLCUE7GMGL422,42
5044785077,Wholesale Trade,,42
5044786779,Manufacturing,,31-33
5044788338,"Agriculture, Forestry, Fishing and Hunting",,11
5044789337,Wholesale Trade,,42
5044790893,Manufacturing,,31-33
5044791813,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044791814,Manufacturing,,31-33
5044791967,Wholesale Trade,,42
5044793033,Wholesale Trade,,42
5044793128,Manufacturing,,31-33
5044795024,Wholesale Trade,,42
5044795476,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044796882,"Mining, Quarrying, and Oil and Gas Extraction",549300LTTKIUFJDA8N42,21
5044798031,Manufacturing,,31-33
5044798231,Manufacturing,,31-33
5044798305,Manufacturing,,31-33
5044800152,"Agriculture, Forestry, Fishing and Hunting",,11
5044801306,Wholesale Trade,,42
5044801307,Manufacturing,254900HY10QZJR80FD29,31-33
5044802017,Construction,549300LERPJYGHN4BX02,23
5044802018,,,
5044802424,Manufacturing,,31-33
5044803038,Retail Trade,,44-45
5044803270,,,
5044803522,Manufacturing,,31-33
5044804803,Manufacturing,,31-33
5044804942,Wholesale Trade,,42
5044805990,Manufacturing,,31-33
5044807296,Wholesale Trade,,42
5044807297,"Agriculture, Forestry, Fishing and Hunting",,11
5044807651,Wholesale Trade,,42
5044808034,Manufacturing,,31-33
5044808086,Manufacturing,,31-33
5044808096,Manufacturing,,31-33
5044808219,Real Estate and Rental and Leasing,984500DBE8C5CAEFE470,53
5044808474,Manufacturing,,31-33
5044809015,Manufacturing,,31-33
5044809164,Manufacturing,,31-33
5044809331,Manufacturing,,31-33
5044809476,Manufacturing,5493002CSK7EQG29EC16,31-33
5044809571,Manufacturing,,31-33
5044811758,Manufacturing,,31-33
5044812685,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044813289,Manufacturing,,31-33
5044813366,Manufacturing,,31-33
5044814269,Manufacturing,,31-33
5044818534,Manufacturing,,31-33
5044822721,Manufacturing,,31-33
5044822731,Manufacturing,,31-33
5044822914,Manufacturing,,31-33
5044824101,Wholesale Trade,,42
5044825434,Manufacturing,,31-33
5044827027,,,
5044827793,"Mining, Quarrying, and Oil and Gas Extraction",636700GK9CRS86QFEJ37,21
5044829254,Manufacturing,,31-33
5044829299,Manufacturing,,31-33
5044830042,Manufacturing,,31-33
5044830302,Manufacturing,,31-33
5044831090,Manufacturing,,31-33
5044831530,Manufacturing,98450052DCZA0FC9F848,31-33
5044831671,Wholesale Trade,,42
5044832167,Manufacturing,,31-33
5044833406,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044834682,Manufacturing,,31-33
5044835506,Wholesale Trade,,42
5045139037,Manufacturing,,31-33
5045141001,Wholesale Trade,,42
5045148394,Manufacturing,,31-33
5045148592,Wholesale Trade,,42
5045149090,Manufacturing,,31-33
5045155039,Manufacturing,,31-33
5045155975,"Mining, Quarrying, and Oil and Gas Extraction",,21
5045158546,Wholesale Trade,,42
5045160336,Manufacturing,5493009DZ87TGZV8WM02,31-33
5045167370,Wholesale Trade,,42
5045167532,Manufacturing,549300X3S2B7809MJJ67,31-33
5045172877,Manufacturing,,31-33
5045177278,Manufacturing,,31-33
5045181021,"Mining, Quarrying, and Oil and Gas Extraction",,21
5045183390,Manufacturing,,31-33
5045192197,Manufacturing,,31-33
5045195911,Manufacturing,,31-33
5045208939,Manufacturing,549300TM4FHHDT7E5Z14,31-33
5045210628,Manufacturing,,31-33
5045215817,Manufacturing,,31-33
5045217402,Manufacturing,,31-33
5045220117,Wholesale Trade,549300NVGTVL378UTA23,42
5045223923,Manufacturing,,31-33
5045226672,Manufacturing,,31-33
5045231869,Manufacturing,549300T8M7ZIVKWHJ564,31-33
5045247784,Manufacturing,254900R328AZ47I5WL17,31-33
5045873778,"Professional, Scientific, and Technical Services",,54
5045874934,Manufacturing,,31-33
5045878596,"Professional, Scientific, and Technical Services",549300XXU2XXD5NGR157,54
5045986693,Wholesale Trade,,42
5046001848,Construction,894500HTLPGD4PK31W31,23
5046004231,Wholesale Trade,,42
5046006710,Wholesale Trade,,42
5046006999,Wholesale Trade,894500PY5CVM55WHOU59,42
5046013789,,,
5046015482,Manufacturing,,31-33
5046024212,,,
5046026619,Manufacturing,,31-33
5046029073,Manufacturing,984500CAE499E5902A57,31-33
5046029210,Wholesale Trade,,42
5046030070,Wholesale Trade,,42
5046030145,Manufacturing,,31-33
5046030278,Manufacturing,,31-33
5046030565,Manufacturing,,31-33
5046030877,Manufacturing,,31-33
5046030886,Manufacturing,549300A4BXF56CJ6BX96,31-33
5046030974,Manufacturing,,31-33
5046031440,Wholesale Trade,,42
5046032576,Manufacturing,,31-33
5046033286,Manufacturing,549300OLFRHIKRBD5O88,31-33
5046033726,Wholesale Trade,,42
5046035141,Manufacturing,,31-33
5046036768,Wholesale Trade,,42
5046037077,Manufacturing,5493007YH4LYLO5DCW40,31-33
5046047476,Manufacturing,5493002KR7D5D081MD24,31-33
5046056618,Wholesale Trade,,42
5046277986,Manufacturing,,31-33
5046286084,,,
5046288054,Wholesale Trade,,42
5046288678,Transportation and Warehousing,,48-49
5046289017,"Agriculture, Forestry, Fishing and Hunting",,11
5046294263,Manufacturing,984500C3973D5BS4DD33,31-33
5046294923,Wholesale Trade,,42
5046295009,Wholesale Trade,,42
5046300875,Wholesale Trade,,42
5046302598,Manufacturing,,31-33
5046302660,"Mining, Quarrying, and Oil and Gas Extraction",,21
5046304361,Manufacturing,,31-33
5046304803,Manufacturing,,31-33
5046305921,Manufacturing,,31-33
5046305948,Retail Trade,,44-45
5046306793,Wholesale Trade,254900EDIM4IJQAA2703,42
5046306957,Wholesale Trade,,42
5046307787,Manufacturing,,31-33
5046307848,Manufacturing,,31-33
5046311020,Manufacturing,,31-33
5046311121,Wholesale Trade,,42
5046311695,Wholesale Trade,,42
5046312279,,984500EAAFFAC2I5DC57,
5046312354,Manufacturing,,31-33
5046315932,Wholesale Trade,,42
5046316512,Manufacturing,,31-33
5046318312,Wholesale Trade,,42
5046318490,Wholesale Trade,,42
5046502111,Manufacturing,5493005HJLRNLJKK5S73,31-33
5046709622,Construction,,23
5046721411,Manufacturing,,31-33
5046724423,Wholesale Trade,,42
5046726405,Wholesale Trade,,42
5046726619,,,
5047445884,Manufacturing,,31-33
5047478166,Manufacturing,,31-33
5047639966,Wholesale Trade,,42
5047639996,Wholesale Trade,549300JBVO3GJHJXJT70,42
5047691208,"Agriculture, Forestry, Fishing and Hunting",549300WW471CA55UOV58,11
5047748825,Manufacturing,,31-33
5047816089,Manufacturing,,31-33
5047818312,,,
5047820138,Manufacturing,54930084KRH9BVT0EU93,31-33
5047855654,Manufacturing,,31-33
5047871522,Manufacturing,,31-33
5047872244,Manufacturing,,31-33
5048462743,Manufacturing,,31-33
5049104874,Utilities,,22
5049104888,,5493009ESM3TORBGVK51,
5049104908,Manufacturing,,31-33
5049106947,Manufacturing,,31-33
5049107384,Manufacturing,,31-33
5049107569,Wholesale Trade,,42
