Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5060885307,Administrative and Support and Waste Management and Remediation Services,,56
5060885313,Administrative and Support and Waste Management and Remediation Services,,56
5060885319,Administrative and Support and Waste Management and Remediation Services,,56
5060885329,"Professional, Scientific, and Technical Services",,54
5060885335,Administrative and Support and Waste Management and Remediation Services,,56
5060885339,Administrative and Support and Waste Management and Remediation Services,,56
5060885355,Administrative and Support and Waste Management and Remediation Services,,56
5060885356,Administrative and Support and Waste Management and Remediation Services,,56
5060885360,"Professional, Scientific, and Technical Services",,54
5060885368,Construction,,23
5060885372,Administrative and Support and Waste Management and Remediation Services,,56
5060885381,Administrative and Support and Waste Management and Remediation Services,,56
5060885388,Other Services (except Public Administration),,81
5060885397,"Professional, Scientific, and Technical Services",,54
5060885418,"Professional, Scientific, and Technical Services",,54
5060885428,"Professional, Scientific, and Technical Services",,54
5060885433,Administrative and Support and Waste Management and Remediation Services,,56
5060885439,"Professional, Scientific, and Technical Services",,54
5060885450,Administrative and Support and Waste Management and Remediation Services,,56
5060885451,"Professional, Scientific, and Technical Services",,54
5060885453,Administrative and Support and Waste Management and Remediation Services,,56
5060885458,Administrative and Support and Waste Management and Remediation Services,,56
5060885462,Administrative and Support and Waste Management and Remediation Services,,56
5060885469,"Professional, Scientific, and Technical Services",,54
5060885488,Administrative and Support and Waste Management and Remediation Services,,56
5060885502,Administrative and Support and Waste Management and Remediation Services,,56
5060885509,Administrative and Support and Waste Management and Remediation Services,,56
5060885512,"Professional, Scientific, and Technical Services",,54
5060885515,Administrative and Support and Waste Management and Remediation Services,,56
5060885517,Administrative and Support and Waste Management and Remediation Services,,56
5060885521,Administrative and Support and Waste Management and Remediation Services,,56
5060885525,Administrative and Support and Waste Management and Remediation Services,,56
5060885527,"Professional, Scientific, and Technical Services",,54
5060885540,Administrative and Support and Waste Management and Remediation Services,,56
5060885546,"Professional, Scientific, and Technical Services",,54
5060885550,"Professional, Scientific, and Technical Services",,54
5060885555,Administrative and Support and Waste Management and Remediation Services,,56
5060885564,Administrative and Support and Waste Management and Remediation Services,,56
5060885570,Administrative and Support and Waste Management and Remediation Services,,56
5060885575,Administrative and Support and Waste Management and Remediation Services,,56
5060885576,Administrative and Support and Waste Management and Remediation Services,,56
5060885577,Administrative and Support and Waste Management and Remediation Services,,56
5060885581,Health Care and Social Assistance,,62
5060885583,Information,,51
5060885585,Administrative and Support and Waste Management and Remediation Services,,56
5060885586,Administrative and Support and Waste Management and Remediation Services,,56
5060885591,Real Estate and Rental and Leasing,,53
5060885597,Administrative and Support and Waste Management and Remediation Services,,56
5060885598,Administrative and Support and Waste Management and Remediation Services,529900J9IPK3Z4Y67X26,56
5060885607,Administrative and Support and Waste Management and Remediation Services,,56
5060885608,Administrative and Support and Waste Management and Remediation Services,,56
5060885609,Administrative and Support and Waste Management and Remediation Services,,56
5060885623,Administrative and Support and Waste Management and Remediation Services,,56
5060885624,Administrative and Support and Waste Management and Remediation Services,,56
5060885627,"Professional, Scientific, and Technical Services",,54
5060885630,Administrative and Support and Waste Management and Remediation Services,,56
5060885631,Administrative and Support and Waste Management and Remediation Services,,56
5060885635,Administrative and Support and Waste Management and Remediation Services,,56
5060885655,"Professional, Scientific, and Technical Services",,54
5060885658,Administrative and Support and Waste Management and Remediation Services,,56
5060885673,Administrative and Support and Waste Management and Remediation Services,,56
5060885674,"Professional, Scientific, and Technical Services",,54
5060885675,Administrative and Support and Waste Management and Remediation Services,,56
5060885677,"Professional, Scientific, and Technical Services",391200DDFUGPCUHIMN90,54
5060885679,Administrative and Support and Waste Management and Remediation Services,,56
5060885684,"Professional, Scientific, and Technical Services",,54
5060885685,Administrative and Support and Waste Management and Remediation Services,,56
5060885701,Transportation and Warehousing,,48-49
5060885711,Administrative and Support and Waste Management and Remediation Services,,56
5060885712,Administrative and Support and Waste Management and Remediation Services,,56
5060885716,Administrative and Support and Waste Management and Remediation Services,,56
5060885722,Administrative and Support and Waste Management and Remediation Services,,56
5060885724,"Professional, Scientific, and Technical Services",3912008TP3LS1Q6TIO68,54
5060885727,Administrative and Support and Waste Management and Remediation Services,,56
5060885728,Administrative and Support and Waste Management and Remediation Services,,56
5060885729,Administrative and Support and Waste Management and Remediation Services,,56
5060885740,Administrative and Support and Waste Management and Remediation Services,,56
5060885745,Other Services (except Public Administration),,81
5060885751,"Professional, Scientific, and Technical Services",,54
5060885761,Administrative and Support and Waste Management and Remediation Services,,56
5060885772,Administrative and Support and Waste Management and Remediation Services,,56
5060885773,Administrative and Support and Waste Management and Remediation Services,,56
5060885780,Administrative and Support and Waste Management and Remediation Services,,56
5060885782,Administrative and Support and Waste Management and Remediation Services,,56
5060885785,Administrative and Support and Waste Management and Remediation Services,,56
5060885788,Administrative and Support and Waste Management and Remediation Services,,56
5060885794,Administrative and Support and Waste Management and Remediation Services,,56
5060885798,Administrative and Support and Waste Management and Remediation Services,984500979F2I0BAT8432,56
5060885808,"Professional, Scientific, and Technical Services",391200THAWKX4SK7WO58,54
5060885816,Information,,51
5060885819,Administrative and Support and Waste Management and Remediation Services,,56
5060885839,Administrative and Support and Waste Management and Remediation Services,,56
5060885843,Administrative and Support and Waste Management and Remediation Services,,56
5060885844,"Professional, Scientific, and Technical Services",,54
5060885852,Administrative and Support and Waste Management and Remediation Services,,56
5060885855,"Professional, Scientific, and Technical Services",,54
5060885861,Administrative and Support and Waste Management and Remediation Services,,56
5060885862,"Professional, Scientific, and Technical Services",,54
5060885865,Administrative and Support and Waste Management and Remediation Services,,56
5060885867,Administrative and Support and Waste Management and Remediation Services,,56
5060885870,"Professional, Scientific, and Technical Services",,54
5060885872,"Professional, Scientific, and Technical Services",,54
5060885878,Administrative and Support and Waste Management and Remediation Services,,56
5060885881,Administrative and Support and Waste Management and Remediation Services,,56
5060885884,"Professional, Scientific, and Technical Services",,54
5060885887,"Professional, Scientific, and Technical Services",,54
5060885890,"Professional, Scientific, and Technical Services",,54
5060885894,"Professional, Scientific, and Technical Services",,54
5060885906,Administrative and Support and Waste Management and Remediation Services,,56
5060885939,Administrative and Support and Waste Management and Remediation Services,,56
5060885941,Administrative and Support and Waste Management and Remediation Services,,56
5060885944,Administrative and Support and Waste Management and Remediation Services,,56
5060885958,"Professional, Scientific, and Technical Services",,54
5060885959,Other Services (except Public Administration),,81
5060885964,"Professional, Scientific, and Technical Services",,54
5060885967,Administrative and Support and Waste Management and Remediation Services,,56
5060885976,"Professional, Scientific, and Technical Services",,54
5060885978,Real Estate and Rental and Leasing,,53
5060885982,"Professional, Scientific, and Technical Services",,54
5060885991,Other Services (except Public Administration),,81
5060885995,Administrative and Support and Waste Management and Remediation Services,,56
5060886009,Administrative and Support and Waste Management and Remediation Services,,56
5060886016,Administrative and Support and Waste Management and Remediation Services,,56
5060886021,Administrative and Support and Waste Management and Remediation Services,,56
5060886029,"Professional, Scientific, and Technical Services",,54
5060886034,Administrative and Support and Waste Management and Remediation Services,,56
5060886041,Administrative and Support and Waste Management and Remediation Services,,56
5060886048,"Professional, Scientific, and Technical Services",,54
5060886051,Administrative and Support and Waste Management and Remediation Services,,56
5060886054,Administrative and Support and Waste Management and Remediation Services,,56
5060886061,Administrative and Support and Waste Management and Remediation Services,,56
5060886062,Finance and Insurance,,52
5060886063,"Professional, Scientific, and Technical Services",984500CEBE5A8877K108,54
5060886064,Administrative and Support and Waste Management and Remediation Services,,56
5060886077,Administrative and Support and Waste Management and Remediation Services,,56
5060886079,"Professional, Scientific, and Technical Services",,54
5060886086,Administrative and Support and Waste Management and Remediation Services,,56
5060886087,Administrative and Support and Waste Management and Remediation Services,,56
5060886094,"Professional, Scientific, and Technical Services",,54
5060886099,Administrative and Support and Waste Management and Remediation Services,,56
5060886106,"Professional, Scientific, and Technical Services",,54
5060886117,Administrative and Support and Waste Management and Remediation Services,,56
5060886128,Real Estate and Rental and Leasing,,53
5060886131,Administrative and Support and Waste Management and Remediation Services,,56
5060886134,Administrative and Support and Waste Management and Remediation Services,,56
5060886145,Administrative and Support and Waste Management and Remediation Services,,56
5060886146,Administrative and Support and Waste Management and Remediation Services,,56
5060886150,Administrative and Support and Waste Management and Remediation Services,,56
5060886151,Administrative and Support and Waste Management and Remediation Services,,56
5060886152,"Professional, Scientific, and Technical Services",,54
5060886154,"Professional, Scientific, and Technical Services",,54
5060886157,Administrative and Support and Waste Management and Remediation Services,,56
5060886160,Administrative and Support and Waste Management and Remediation Services,,56
5060886162,Administrative and Support and Waste Management and Remediation Services,,56
5060886176,"Professional, Scientific, and Technical Services",391200PV6LKQLXOWYT72,54
5060886179,Administrative and Support and Waste Management and Remediation Services,,56
5060886184,Administrative and Support and Waste Management and Remediation Services,,56
5060886185,Administrative and Support and Waste Management and Remediation Services,,56
5060886191,"Professional, Scientific, and Technical Services",,54
5060886196,"Professional, Scientific, and Technical Services",,54
5060886210,"Professional, Scientific, and Technical Services",,54
5060886213,Real Estate and Rental and Leasing,,53
5060886215,Administrative and Support and Waste Management and Remediation Services,,56
5060886222,"Professional, Scientific, and Technical Services",,54
5060886232,"Professional, Scientific, and Technical Services",,54
5060886236,"Professional, Scientific, and Technical Services",,54
5060886237,Administrative and Support and Waste Management and Remediation Services,,56
5060886241,Administrative and Support and Waste Management and Remediation Services,,56
5060886243,Administrative and Support and Waste Management and Remediation Services,,56
5060886245,Administrative and Support and Waste Management and Remediation Services,,56
5060886248,"Professional, Scientific, and Technical Services",,54
5060886255,Administrative and Support and Waste Management and Remediation Services,,56
5060886257,Administrative and Support and Waste Management and Remediation Services,,56
5060886259,Other Services (except Public Administration),,81
5060886274,Administrative and Support and Waste Management and Remediation Services,,56
5060886277,Administrative and Support and Waste Management and Remediation Services,,56
5060886292,Administrative and Support and Waste Management and Remediation Services,,56
5060886294,Administrative and Support and Waste Management and Remediation Services,,56
5060886308,,,
5060886322,Administrative and Support and Waste Management and Remediation Services,,56
5060886330,Administrative and Support and Waste Management and Remediation Services,,56
5060886332,Administrative and Support and Waste Management and Remediation Services,,56
5060886339,Administrative and Support and Waste Management and Remediation Services,,56
5060886341,Administrative and Support and Waste Management and Remediation Services,,56
5060886344,"Professional, Scientific, and Technical Services",,54
5060886354,Administrative and Support and Waste Management and Remediation Services,,56
5060886360,Administrative and Support and Waste Management and Remediation Services,,56
5060886362,"Professional, Scientific, and Technical Services",,54
5060886380,Administrative and Support and Waste Management and Remediation Services,,56
5060886389,Administrative and Support and Waste Management and Remediation Services,,56
5060886396,Administrative and Support and Waste Management and Remediation Services,,56
5060886407,Administrative and Support and Waste Management and Remediation Services,,56
5060886414,Administrative and Support and Waste Management and Remediation Services,,56
5060886418,Administrative and Support and Waste Management and Remediation Services,,56
5060886419,Administrative and Support and Waste Management and Remediation Services,,56
5060886427,Administrative and Support and Waste Management and Remediation Services,,56
5060886430,"Professional, Scientific, and Technical Services",,54
5060886431,Construction,,23
5060886433,Administrative and Support and Waste Management and Remediation Services,,56
5060886436,Administrative and Support and Waste Management and Remediation Services,,56
5060886440,"Professional, Scientific, and Technical Services",,54
5060886442,Administrative and Support and Waste Management and Remediation Services,,56
5060886454,Administrative and Support and Waste Management and Remediation Services,,56
5060886458,"Professional, Scientific, and Technical Services",,54
5060886462,Administrative and Support and Waste Management and Remediation Services,984500F5BF7951AC0B23,56
5060886463,Administrative and Support and Waste Management and Remediation Services,,56
5060886471,"Professional, Scientific, and Technical Services",,54
5060886477,"Professional, Scientific, and Technical Services",,54
5060886499,Real Estate and Rental and Leasing,,53
5060886522,Administrative and Support and Waste Management and Remediation Services,,56
5060886523,Administrative and Support and Waste Management and Remediation Services,,56
5060886525,Administrative and Support and Waste Management and Remediation Services,,56
5060886526,Administrative and Support and Waste Management and Remediation Services,,56
5060886531,Administrative and Support and Waste Management and Remediation Services,,56
5060886533,"Professional, Scientific, and Technical Services",,54
5060886562,Administrative and Support and Waste Management and Remediation Services,,56
5060886571,Administrative and Support and Waste Management and Remediation Services,,56
5060886575,Administrative and Support and Waste Management and Remediation Services,,56
5060886576,Administrative and Support and Waste Management and Remediation Services,,56
5060886586,"Professional, Scientific, and Technical Services",,54
5060886600,Administrative and Support and Waste Management and Remediation Services,,56
5060886603,Administrative and Support and Waste Management and Remediation Services,,56
5060886614,"Professional, Scientific, and Technical Services",,54
5060886617,"Professional, Scientific, and Technical Services",,54
5060886625,Administrative and Support and Waste Management and Remediation Services,,56
5060886650,Administrative and Support and Waste Management and Remediation Services,,56
5060886664,Administrative and Support and Waste Management and Remediation Services,,56
5060886670,Administrative and Support and Waste Management and Remediation Services,,56
5060886674,Administrative and Support and Waste Management and Remediation Services,,56
5060886675,"Professional, Scientific, and Technical Services",,54
5060886680,Administrative and Support and Waste Management and Remediation Services,,56
5060886688,Administrative and Support and Waste Management and Remediation Services,,56
5060886695,Administrative and Support and Waste Management and Remediation Services,,56
5060886696,"Professional, Scientific, and Technical Services",,54
5060886705,Administrative and Support and Waste Management and Remediation Services,,56
5060886711,Administrative and Support and Waste Management and Remediation Services,,56
5060886713,"Professional, Scientific, and Technical Services",,54
5060886715,Administrative and Support and Waste Management and Remediation Services,,56
5060886716,Administrative and Support and Waste Management and Remediation Services,,56
5060886724,Administrative and Support and Waste Management and Remediation Services,,56
5060886725,Administrative and Support and Waste Management and Remediation Services,,56
5060886728,Administrative and Support and Waste Management and Remediation Services,,56
5060886737,Administrative and Support and Waste Management and Remediation Services,,56
5060886738,Administrative and Support and Waste Management and Remediation Services,,56
5060886741,Administrative and Support and Waste Management and Remediation Services,,56
5060886746,Educational Services,391200A07U4MNUAIQD57,61
5060886751,"Professional, Scientific, and Technical Services",,54
5060886752,Administrative and Support and Waste Management and Remediation Services,,56
5060886753,Administrative and Support and Waste Management and Remediation Services,,56
5060886762,"Professional, Scientific, and Technical Services",,54
5060886764,Administrative and Support and Waste Management and Remediation Services,,56
5060886769,Administrative and Support and Waste Management and Remediation Services,,56
5060886773,Administrative and Support and Waste Management and Remediation Services,,56
5060886782,Administrative and Support and Waste Management and Remediation Services,,56
5060886787,"Professional, Scientific, and Technical Services",,54
5060886791,Administrative and Support and Waste Management and Remediation Services,,56
5060886797,Administrative and Support and Waste Management and Remediation Services,,56
5060886801,"Professional, Scientific, and Technical Services",,54
5060886809,Administrative and Support and Waste Management and Remediation Services,,56
5060886818,Administrative and Support and Waste Management and Remediation Services,,56
5060886820,"Professional, Scientific, and Technical Services",,54
5060886821,Administrative and Support and Waste Management and Remediation Services,,56
5060886822,Administrative and Support and Waste Management and Remediation Services,,56
5060886827,"Professional, Scientific, and Technical Services",,54
5060886835,Accommodation and Food Services,,72
5060886837,"Professional, Scientific, and Technical Services",,54
5060886840,"Professional, Scientific, and Technical Services",,54
5060886841,Administrative and Support and Waste Management and Remediation Services,,56
5060886846,"Professional, Scientific, and Technical Services",,54
5060886848,Administrative and Support and Waste Management and Remediation Services,,56
5060886863,"Professional, Scientific, and Technical Services",,54
5060886871,Administrative and Support and Waste Management and Remediation Services,,56
5060886886,Administrative and Support and Waste Management and Remediation Services,,56
5060886889,Administrative and Support and Waste Management and Remediation Services,,56
5060886891,Administrative and Support and Waste Management and Remediation Services,,56
5060886902,Administrative and Support and Waste Management and Remediation Services,,56
5060886906,Administrative and Support and Waste Management and Remediation Services,,56
5060886908,Administrative and Support and Waste Management and Remediation Services,,56
5060886912,Administrative and Support and Waste Management and Remediation Services,,56
5060886921,Other Services (except Public Administration),,81
5060886924,Administrative and Support and Waste Management and Remediation Services,,56
5060886926,"Professional, Scientific, and Technical Services",,54
5060886935,Administrative and Support and Waste Management and Remediation Services,391200WQD8QWYGEYKY20,56
5060886942,Administrative and Support and Waste Management and Remediation Services,,56
5060886945,Administrative and Support and Waste Management and Remediation Services,,56
5060886948,Administrative and Support and Waste Management and Remediation Services,,56
5060886951,"Professional, Scientific, and Technical Services",,54
5060886953,Administrative and Support and Waste Management and Remediation Services,,56
5060886959,Administrative and Support and Waste Management and Remediation Services,,56
5060886967,Administrative and Support and Waste Management and Remediation Services,,56
5060886976,Administrative and Support and Waste Management and Remediation Services,3912002SPMMIEJZ2EI68,56
5060886977,Administrative and Support and Waste Management and Remediation Services,,56
5060886979,Administrative and Support and Waste Management and Remediation Services,,56
5060886992,"Professional, Scientific, and Technical Services",,54
5060886993,"Professional, Scientific, and Technical Services",,54
5060886998,Administrative and Support and Waste Management and Remediation Services,,56
5060887004,"Professional, Scientific, and Technical Services",,54
5060887006,Administrative and Support and Waste Management and Remediation Services,,56
5060887012,Administrative and Support and Waste Management and Remediation Services,,56
5060887014,"Professional, Scientific, and Technical Services",9845001FCH8B63A09219,54
5060887019,"Professional, Scientific, and Technical Services",,54
5060887021,"Professional, Scientific, and Technical Services",,54
5060887025,Administrative and Support and Waste Management and Remediation Services,,56
5060887027,Administrative and Support and Waste Management and Remediation Services,,56
5060887033,Administrative and Support and Waste Management and Remediation Services,,56
5060887040,Administrative and Support and Waste Management and Remediation Services,,56
5060887041,Administrative and Support and Waste Management and Remediation Services,,56
5060887042,Real Estate and Rental and Leasing,,53
5060887057,Administrative and Support and Waste Management and Remediation Services,,56
5060887069,Administrative and Support and Waste Management and Remediation Services,,56
5060887072,Administrative and Support and Waste Management and Remediation Services,,56
5060887076,Administrative and Support and Waste Management and Remediation Services,,56
5060887077,Administrative and Support and Waste Management and Remediation Services,,56
5060887091,Administrative and Support and Waste Management and Remediation Services,,56
5060887103,Administrative and Support and Waste Management and Remediation Services,,56
5060887120,"Professional, Scientific, and Technical Services",,54
5060887124,Administrative and Support and Waste Management and Remediation Services,,56
5060887127,Administrative and Support and Waste Management and Remediation Services,,56
5060887128,"Professional, Scientific, and Technical Services",,54
5060887129,"Professional, Scientific, and Technical Services",,54
5060887133,"Professional, Scientific, and Technical Services",,54
5060887141,Administrative and Support and Waste Management and Remediation Services,,56
5060887153,Administrative and Support and Waste Management and Remediation Services,,56
5060887154,Administrative and Support and Waste Management and Remediation Services,,56
5060887164,Administrative and Support and Waste Management and Remediation Services,,56
5060887166,Administrative and Support and Waste Management and Remediation Services,,56
5060887167,Administrative and Support and Waste Management and Remediation Services,,56
5060887168,Administrative and Support and Waste Management and Remediation Services,,56
5060887169,Administrative and Support and Waste Management and Remediation Services,,56
5060887172,"Professional, Scientific, and Technical Services",,54
5060887186,Administrative and Support and Waste Management and Remediation Services,,56
5060887192,Administrative and Support and Waste Management and Remediation Services,,56
5060887197,Administrative and Support and Waste Management and Remediation Services,,56
5060887208,Administrative and Support and Waste Management and Remediation Services,,56
5060887209,Administrative and Support and Waste Management and Remediation Services,,56
5060887211,"Professional, Scientific, and Technical Services",,54
5060887213,Administrative and Support and Waste Management and Remediation Services,,56
5060887217,Administrative and Support and Waste Management and Remediation Services,,56
5060887219,Administrative and Support and Waste Management and Remediation Services,,56
5060887235,Administrative and Support and Waste Management and Remediation Services,,56
5060887242,"Professional, Scientific, and Technical Services",,54
5060887245,Administrative and Support and Waste Management and Remediation Services,,56
5060887252,Administrative and Support and Waste Management and Remediation Services,,56
