Instrument,Company Common Name,Country ISO Code of Headquarters,Organization Status Code
5082932725,Joint Venture of Ronpibul Engineering Partnership and CSP Engineering P Ltd,TH,Act
5082932737,Joint Venture of See Sang Karn Yotah 1979 and See Sang Karn Yotah Limite Co Ltd,TH,Act
5082932742,Joint Venture of SG World Multilink,TH,Act
5082932745,A Sianmarinedigital Joint Venture,TH,Act
5082932772,Joint Venture of SG World Multilink Manoch,TH,Act
5082932800,Salcon SKV Consortium,TH,Act
5082932805,Joint Venture of Satokokyo Bangkok and Srichonlathon Co Ltd,TH,Act
5082932832,Patco-Tindy Joint Venture,TH,Act
5082932837,PIP GLOBAL COMPANY LIMITED,TH,Act
5082932847,STN & BWC Joint Venture,TH,Act
5082932863,Sse Joint Venture,TH,Act
5082932866,Joint Venture of Seafco and Prayoonchai 1984 Co Ltd,TH,Act
5082932879,VK Joint Venture,TH,Act
5082932891,Joint Venture of TH,TH,Act
5082932892,Joint Venture of Thai Slurry Seal and Vag En Beauce,TH,Act
5082932901,K Line Thailand Bangkok Branch Ltd,TH,Act
5082932902,Rudeeprayong Right Tunnelling Joint Venture,TH,Act
5082932922,Tips Branch Co Ltd,TH,Act
5082932923,Nib-TMT Joint Venture,TH,Act
5082932933,Smart Green Engineering Joint Venture,TH,Act
5082932936,Wisco Ailliances Group,TH,Act
5082932937,CDS Storage Branch Co Ltd,TH,Act
5082932944,R CYS Joint Venture,TH,Act
5082932947,CPP Energy Solution Prowider JV Joint Venture,TH,Act
5082932949,Awot Global Logistics Thailand Co Ltd,TH,Act
5082932950,Joint Venture of Group of Companies of Mae Taeng Mae Ngad Project Management Consultant,TH,Act
5082932957,Sermsanguan and ChorThawee Joint Venture,TH,Act
5082932965,Terruszo Supply Ranong and Pongpattana Ranong Partnership Joint V Co Ltd,TH,Act
5082932973,KSW & Emt Joint Venture,TH,Act
5082932999,Phitsanulok Electricity Generating Co Ltd,TH,Act
5082933007,Atr Solution Joint Venture,TH,Act
5082933013,Taulahp Transport Co Ltd,TH,Act
5082933022,Huacheng Engineering Co Ltd,TH,Act
5082933052,Phatana Bannakit and Saha Siri Patana Joint Venture,TH,Act
5082933059,Leon Duty Free Co Ltd,TH,Act
5082933060,Vars and Chiang Mai Rimdoi Joint Venture Co Ltd,TH,Act
5082933063,Rozai Thailand Co Ltd,TH,Act
5082933064,CHPort and Digital First & Service Network Joint Venture,TH,Act
5082933065,Chotevanakan Transport Co Ltd,TH,Act
5082933066,CPN-NTP Joint Venture,TH,Act
5082933067,Drill-Tech Thailand Co Ltd,TH,Act
5082933069,Betimes Solutions and Ultimate Solutions Joint Venture,TH,Act
5082933071,Siam Pin Hui International Co Ltd,TH,Act
5082933074,Jatupornpun-Treetouch Khonthai Wannee Joint Venture,TH,Act
5082933082,Grandlink Logistics Co Ltd,TH,Act
5082933085,Padoongrich Transportation Co Ltd,TH,Act
5082933094,Venture Saimscan & B,TH,Act
5082933097,BPS Bangkok Co Ltd,TH,Act
5082933104,TVLK Co Ltd,TH,Act
5082933112,Wholesale Electric Asia Thailand Ltd,TH,Act
5082933114,Cherdchai Corp Co Ltd,TH,Act
5082933133,United Capital Equipment Co Ltd,TH,Act
5082933137,Thai Electric Vehicle Co Ltd,TH,Act
5082933275,Saipem and Ctci Joint Venture,TH,Act
5082933351,A2 Water Management Co Ltd,TH,Act
5082933361,J Copper Co Ltd,TH,Act
5082933379,Kubota Tag Co Ltd,TH,Act
5082933388,Sanshin Construction Thailand Co Ltd,TH,Act
5082933396,Thai Techno Copper Co Ltd,TH,Act
5082933397,America Metal Industry Thailand Co Ltd,TH,Act
5082933399,Ava Petroleum and Trans Co Ltd,TH,Act
5082933416,Getlinks Recruitment Co Ltd,TH,Act
5082933427,Rever Commercial Vehicles Co Ltd,TH,Act
5082933432,Sher Li Ga Thailand Co Ltd,TH,Act
5082933441,ATS Gold Supply Co Ltd,TH,Act
5082933460,Create New Energy Co Ltd,TH,Act
5082933462,Dragon Cargo Services Co Ltd,TH,Act
5082933465,Firsttech Design Co Ltd,TH,Act
5082933466,Gao Yang Electric Co Ltd,TH,Act
5082933467,Grand Dragon Logistics Co Ltd,TH,Act
5082933470,HIGH SOLUTION OF TECHNOLOGY NETWORK COMPANY LIMITED,TH,Act
5082933486,Max Smile Co Ltd,TH,Act
5082933496,PPK Powerdrive Co Ltd,TH,Act
5082933512,Siri Success Supply Co Ltd,TH,Act
5082933519,Success Engineering Civil and Construction Co Ltd,TH,Act
5082933525,Technip Energies Holding Thailand Ltd,TH,Act
5082933527,Thavorn Rungrueang Agriculture and Crop Partnership Ltd,TH,Act
5082933528,M Global Corp Co Ltd,TH,Act
5082933532,Unique Thai Developments Co Ltd,TH,Act
5082933544,Alpha Marine Transport Co Ltd,TH,Act
5082933552,Asia Ground Service Co Ltd,TH,Act
5082933554,Asia Worldsupply Co Ltd,TH,Act
5082933557,Athens Distribution Co Ltd,TH,Act
5082933566,Bigdeal Global Co Ltd,TH,Act
5082933567,B-Lay Plus Co Ltd,TH,Act
5082933572,Business Idea Co Ltd,TH,Act
5082933576,Primestreet Asset Co Ltd,TH,Act
5082933595,Diff Construction Co Ltd,TH,Act
5082933606,E-Way Alliance Thailand Co Ltd,TH,Act
5082933610,13 Store Co Ltd,TH,Act
5082933614,Foton Automobile Thailand Co Ltd,TH,Act
5082933634,Hewtech Bangkok Co Ltd,TH,Act
5082933644,Iam Pong Development Co Ltd,TH,Act
5082933651,I-Smart 8 Co Ltd,TH,Act
5082933655,JP System and Management Co Ltd,TH,Act
5082933656,JJ Import Export Thailand Co Ltd,TH,Act
5082933658,KA 19 Construction Co Ltd,TH,Act
5082933666,Key Point Construction Co Ltd,TH,Act
5082933670,King Power Aviation Co Ltd,TH,Act
5082933673,Kitz Valve & Actuation Thailand Co Ltd,TH,Act
5082933676,Kudun & Partners Co Ltd,TH,Act
5082933679,Lazada Express Ltd,TH,Act
5082933688,Marat Trading Co Ltd,TH,Act
5082933692,Megatrans and Service Co Ltd,TH,Act
5082933693,Metallex Inter Co Ltd,TH,Act
5082933697,Mind Power Inter Co Ltd,TH,Act
5082933705,MT Precast Co Ltd,TH,Act
5082933714,Nateephat Engineering Co Ltd,TH,Act
5082933720,NP Samui Port Co Ltd,TH,Act
5082933735,Pentor Exchange BY Pentor Group Co Ltd,TH,Act
5082933736,Peri Formwork & Scaffolding Thailand Ltd,TH,Act
5082933739,PH Design & Engineering Thailand Co Ltd,TH,Act
5082933746,PMG Integrated Communications Thailand Co Ltd,TH,Act
5082933752,PTM Asset Co Ltd,TH,Act
5082933756,Rattana Wanich Transports Co Ltd,TH,Act
5082933772,Scena Offshore Co Ltd,TH,Act
5082933775,Siam Agrovet Co Ltd,TH,Act
5082933784,Siam Takashimaya Thailand Co Ltd,TH,Act
5082933786,Property 9 Co Ltd,TH,Act
5082933788,Sinchai Polyand Steel Co Ltd,TH,Act
5082933792,Sinopec Engineering Group Thailand Co Ltd,TH,Act
5082933799,Solar Epcf Co Ltd,TH,Act
5082933817,Taweechok Truck and Equipment Co Ltd,TH,Act
5082933822,DTGO Prosperous Co Ltd,TH,Act
5082933826,Thai Polysys Co Ltd,TH,Act
5082933830,Visone Asset Co Ltd,TH,Act
5082933832,Thanancha Group Co Ltd,TH,Act
5082933837,Thepnimit Logistics Co Ltd,TH,Act
5082933838,Thongchaicharoensap Roongruanggit Co Ltd,TH,Act
5082933839,Tna Asia Co Ltd,TH,Act
5082933848,TSPG Co Ltd,TH,Act
5082933851,Twenty-Four Con & Supply Co Ltd,TH,Act
5082933858,V2S Computer Co Ltd,TH,Act
5082933864,Wanichchai Corp Co Ltd,TH,Act
5082933875,YAT Fast Service Co Ltd,TH,Act
5082933882,Ajv Inter Fruits Co Ltd,TH,Act
5082933884,Alpha Performance Group Co Ltd,TH,Act
5082933891,Bangkok Barge Terminal Co Ltd,TH,Act
5082933905,CHLJob Agency Co Ltd,TH,Act
5082933906,Choksrisuk Co Ltd,TH,Act
5082933910,DHK Yotaganchang Co Ltd,TH,Act
5082933916,Eagle Lumsum Transport Partnership Ltd,TH,Act
5082933926,Pegasus Autohaus Co Ltd,TH,Act
5082933928,G Safe Security Co Ltd,TH,Act
5082933945,Job Serve Resources Co Ltd,TH,Act
5082933951,Koravot Service Co Ltd,TH,Act
5082933953,KSB Transport Co Ltd,TH,Act
5082933959,Lesha Thailand Co Ltd,TH,Act
5082933970,Muaklek Muang Thong Co Ltd,TH,Act
5082933976,Nattee & K Service Co Ltd,TH,Act
5082933977,Navapoom Civil Partnership Ltd,TH,Act
5082933978,Ngamnarongchai Subcontract Service Partnership Ltd,TH,Act
5082933992,Pantong LPG Co Ltd,TH,Act
5082933993,PANYAKORN CONSULTANT COMPANY LIMITED,TH,Act
5082934003,Phiphatsteel Co Ltd,TH,Act
5082934041,TCMetal Asset Co Ltd,TH,Act
5082934042,SLV Fresh Fruits Co Ltd,TH,Act
5082934043,Smile P Co Ltd,TH,Act
5082934048,Sub-Aek Metal Thailand Co Ltd,TH,Act
5082934051,Supawich Patanakit Co Ltd,TH,Act
5082934068,TTY Import & Export Co Ltd,TH,Act
5082934084,Amata Publishing House Co Ltd,TH,Act
5082934090,BIG.Inter Group Security Guard Co Ltd,TH,Act
5082934108,Chayaphan 2015 Co Ltd,TH,Act
5082934113,Chokpermpoon 45 Co Ltd,TH,Act
5082934114,CHOKTHAWEESAK TRANSPORT COMPANY LIMITED,TH,Act
5082934117,Chuangchan Engineering Co Ltd,TH,Act
5082934121,Cte Tech Thailand Co Ltd,TH,Act
5082934124,DCL Mold & Auto Parts Co Ltd,TH,Act
5082934125,Delta Parts and Dies Co Ltd,TH,Act
5082934130,Eastern Summit Co Ltd,TH,Act
5082934132,Esa Consulting Thailand Co Ltd,TH,Act
5082934146,Halee Agri-Trade Co Ltd,TH,Act
5082934149,Hi-Tech Precision Mold Thailand Co Ltd,TH,Act
5082934150,Hong Chue Chan Logistics Co Ltd,TH,Act
5082934153,Ics Global Fabrication Service Co Ltd,TH,Act
5082934156,Inter Jig Co Ltd,TH,Act
5082934174,Khunanan and K-Man Service Co Ltd,TH,Act
5082934195,Man A Supply & Service Partnership Ltd,TH,Act
5082934220,PDS Group and Supply Partnership Ltd,TH,Act
5082934221,PRelation Co Ltd,TH,Act
5082934227,Pattaya Aviation Co Ltd,TH,Act
5082934231,PCT BUSINESS COMPANY LIMITED,TH,Act
5082934246,Premium Grain Co Ltd,TH,Act
5082934248,Racha Inter Group Co Ltd,TH,Act
5082934266,S.SRUPHTANEE TRANSPORT COMPANY LIMITED,TH,Act
5082934274,Sahapipatthanakij Co Ltd,TH,Act
5082934298,Sitthi Logistics Thailand Co Ltd,TH,Act
5082934309,SUCCESS FULL (2014) COMPANY LIMITED,TH,Act
5082934337,T I P Metal Industries Ltd,TH,Act
5082934354,Wei Bo International Transport Co Ltd,TH,Act
5082934355,Whale Logistics Thailand Co Ltd,TH,Act
5082934356,Woei Hao Mold Co Ltd,TH,Act
5082934358,Yairungruang Partnership Ltd,TH,Act
5082934360,YM Plus Co Ltd,TH,Act
5082934361,Yodphollatorn Co Ltd,TH,Act
5082934368,9 Samukki Transport Company Limited,TH,Act
5082934374,AP Jointventure,TH,Act
5082934391,Apisra Marine Food Partnership Ltd,TH,Act
5082934395,Assawa-Angkur and Star Rail Joint Venture,TH,Act
5082934401,BSU 03 Joint Venture,TH,Act
5082934402,Baan Khai Phranakhon Joint Venture,TH,Act
5082934407,Billion Mass Thai Engineering Joint Venture,TH,Act
5082934410,Bina Puri K P V Joint Venture,TH,Act
5082934412,Boonsongserm Transport Co Ltd,TH,Act
5082934415,C S and Kongman Joint Venture,TH,Act
5082934420,Capital G and NS Gas LPG Joint Venture,TH,Act
5082934421,CCVK Joint Venture,TH,Act
5082934423,CFS Joint Venture,TH,Act
5082934428,CHALOEMPONTANIT LIMITED PARTNERSHIP,TH,Act
5082934430,Charoenaree 1978 Joint Venture,TH,Act
5082934431,Chatchol Import & Export Partnership Ltd,TH,Act
5082934436,Chiangmai Siriubon Partnership and Auto Transfer Service Ltd Co,TH,Act
5082934444,Ckae Consortium Group Joint Venture,TH,Act
5082934447,Comsis-Ttec Joint Venture,TH,Act
5082934448,Consortium STV Connect Asean,TH,Act
5082934452,D Aman Construction Co Ltd,TH,Act
5082934453,D P Joint Venture,TH,Act
5082934455,DD Joint Venture,TH,Act
5082934457,Dee Lighting International and P2M Enterprise Joint Venture,TH,Act
5082934458,Joint Venture of Demco Public and LCB Co Ltd Corp,TH,Act
5082934470,Easy Sourcing Joint Venture,TH,Act
5082934474,Electrowatt Joint Venture,TH,Act
5082934477,Excellence Thai Com 2553 Joint Venture,TH,Act
5082934478,Exeo WTN JV,TH,Act
5082934482,First Floor Consultants Joint Venture,TH,Act
5082934486,Free Scale and Dha Consulting Joint Venture,TH,Act
5082934489,G P F M Joint Venture,TH,Act
5082934492,Yai Tyre Center-Prachongkij Karnchang Joint Venture,TH,Act
5082934495,Green World 99 and Isanant Joint Venture,TH,Act
5082934496,Ground Tech Right Tunnelling Joint Venture,TH,Act
5082934507,Hitachi Cable & Kyowa Exeo JV Ltd Corp,TH,Act
5082934510,Joint Venture of Home Grand Group and Watchara Construction Partne Co Ltd,TH,Act
5082934512,Hometel International Thanant Yingcharoen Electric Joint Venture,TH,Act
5082934515,Imperial Technology and Dreammaker Creation Joint Venture Co Ltd,TH,Act
5082934519,Intellicom Rubber International Thailand Co Ltd,TH,Act
5082934523,Iron Rail 30 Civil Joint Venture,TH,Act
5082934526,JGEngineering and Sorawee Construction 1999 Co Ltd,TH,Act
5082934544,Joint Venture of Siam Civil Supply Partnership and Niyomphum Partnership Ltd,TH,Act
5082934547,Jointventure Bigsumpaothong,TH,Act
5082934548,JS Joint Venture,TH,Act
5082934549,Jundee Pokkaphand Limited Partnership,TH,Act
5082934554,K T Joint Venture,TH,Act
5082934555,KKB Banpong Company Limited,TH,Act
5082934556,KSuwattana Bangkla Joint Venture,TH,Act
5082934557,Kabinett Ingenieur Arvuthngoen Chuklin Joint Venture,TH,Act
5082934566,Keen Consultants & Ecco Engineering Advisory Joint Venture Co Ltd,TH,Act
5082934569,Khanrawee-Thai Vijitprapa Joint Venture,TH,Act
5082934583,Kitrungroeng Construction KRCEngineering Jointventure,TH,Act
5082934591,Korya Group & Promruangsee Construction Joint Venture,TH,Act
5082934592,KP Joint Venture,TH,Act
5082934594,KPV-Econ Joint Venture,TH,Act
5082934595,KR Joint Venture,TH,Act
5082934597,Kubota Joint Venture,TH,Act
5082934601,Lanna Sriwichai Technology Joint Venture,TH,Act
5082934608,Loxley Piya Telecom Joint Venture,TH,Act
5082934609,Loxley Paka Engineering Joint Venture,TH,Act
5082934613,M P S Consultant Joint Venture,TH,Act
5082934619,Makthai Development Partnership Ltd,TH,Act
5082934620,Marine Fmi Joint Venture,TH,Act
5082934635,NKD Joint Venture,TH,Act
5082934640,Nanthawan Sungnoen and Satcoms Group Jointventure,TH,Act
5082934652,Nithithanasarn and Thaikreang Civil Engineering Co Ltd,TH,Act
5082934655,Nontasorns Co Ltd,TH,Act
5082934656,Lampang NP2001 Sale and Service Co Ltd,TH,Act
5082934657,NPK Lucky Lion Co Ltd,TH,Act
5082934659,Numkrai and Katam Joint Venture,TH,Act
5082934662,O C Joint Venture,TH,Act
5082934663,OGAS Joint Venture,TH,Act
5082934672,P E T Joint Venture,TH,Act
5082934679,PSFarm Group International Import Export Partnership Ltd,TH,Act
5082934680,PS.Inter and SAC Joint Venture,TH,Act
5082934691,PATTHEERA TRANSPORT LIMITED PARTNERSHIP,TH,Act
5082934698,Philipp Holzmann Thai UTM Engineering Sino-Thai Joint Venture,TH,Act
5082934705,Phraram 2 Civil Engineering and Three Sakul Co Ltd,TH,Act
5082934714,PKL Energy Supply Co Ltd,TH,Act
5082934715,Plan Entech Joint Venture,TH,Act
5082934724,Pornpiboon 1111 Kradarnchanoun 32 Joint Venture,TH,Act
5082934725,Pornpiboon 1111 Natchanon Civil Joint Venture,TH,Act
5082934727,Power Team Techcon Joint Venture,TH,Act
5082934732,Premium and Kaewsang Joint Venture,TH,Act
5082934735,Pruesaji Construction Partnership and Siam GBuilding 92 Partnership Joi Ltd,TH,Act
5082934739,PTK Joint Venture,TH,Act
5082934748,Rightman Three-Scape Joint Venture,TH,Act
5082934749,Rightman-Seri Civil Joint Venture,TH,Act
5082934753,RTN Joint Venture,TH,Act
5082934757,S K S C Joint Venture,TH,Act
5082934761,SCR91 Joint Venture,TH,Act
5082934768,ST Electricity Joint Venture,TH,Act
5082934770,Saengmit Electric and K2C Engineering Joint Venture,TH,Act
5082934771,Saengmit Sahasoonchai Joint Venture,TH,Act
5082934772,Saengmitr Electric and Dee Lighting Joint Venture,TH,Act
5082934773,Saimun Kanyotha Co Ltd,TH,Act
5082934778,Samai Niyom Khonsong Co Ltd,TH,Act
5082934788,Sanyou Import Export Co Ltd,TH,Act
5082934789,Saowalak Civil Partnership and Thitiphan Civil Partnership Joint Venture Ltd,TH,Act
5082934793,Sato Kogyo Bangkok and Sricholathon Co Ltd,TH,Act
5082934798,Joint Venture of Seesang Karnyotah 1979 China International Water & Ele Co Ltd,TH,Act
5082934799,See Sang Karn Yotah 1979 See Sang Yothakarn Partnership Joint Ve Co Ltd,TH,Act
5082934803,Set in Motorway Joint Venture,TH,Act
5082934805,SG-BM-BS Joint Venture,TH,Act
5082934806,SG-BS-WML Joint Venture,TH,Act
5082934807,SG-World Multilink Joint Venture,TH,Act
5082934814,Siam Telecom and Bangkok Western Joint Venture,TH,Act
5082934826,Sithiyont Joint Venture,TH,Act
5082934829,SKCP Joint Venture,TH,Act
5082934830,SKJT Joint Venture,TH,Act
5082934834,SKMP Joint Venture,TH,Act
5082934835,SKNNL Joint Venture,TH,Act
5082934836,SKNT Joint Venture,TH,Act
5082934837,SKRT Joint Venture,TH,Act
5082934841,Somboon Civil 2007 Partnership Joint Venture Ltd,TH,Act
5082934844,Songchai Pranakhorn Joint Venture,TH,Act
5082934851,Srichonlathon and Singhasila Concrete Joint Venture Co Ltd,TH,Act
5082934854,Srinakharin Joint Venture,TH,Act
5082934859,SRST Joint Venture,TH,Act
5082934865,Stec Joint Venture,TH,Act
5082934867,STSRT Joint Venture,TH,Act
5082934871,Sub Rungrueang Anan Co Ltd,TH,Act
5082934874,Sulcon-SKV Consortium,TH,Act
5082934881,Suphasin Logistics Co Ltd,TH,Act
