Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5083241058,Construction,,23
5083241065,Transportation and Warehousing,,48-49
5083241068,Manufacturing,,31-33
5083241071,Construction,,23
5083241077,Real Estate and Rental and Leasing,,53
5083241092,Wholesale Trade,,42
5083241104,Transportation and Warehousing,,48-49
5083241112,Transportation and Warehousing,,48-49
5083241114,Construction,,23
5083241119,Construction,,23
5083241125,Transportation and Warehousing,,48-49
5083241129,Wholesale Trade,,42
5083241144,Construction,,23
5083241160,Manufacturing,,31-33
5083241230,Manufacturing,,31-33
5083241239,Wholesale Trade,,42
5083241257,Manufacturing,,31-33
5083241274,Wholesale Trade,,42
5083241281,Manufacturing,,31-33
5083241306,Wholesale Trade,,42
5083241328,"Professional, Scientific, and Technical Services",,54
5083241338,Real Estate and Rental and Leasing,,53
5083241349,Construction,,23
5083241357,Manufacturing,,31-33
5083241381,Administrative and Support and Waste Management and Remediation Services,,56
5083241408,Educational Services,,61
5083241424,Wholesale Trade,,42
5083241426,Construction,,23
5083241446,Transportation and Warehousing,,48-49
5083241458,Transportation and Warehousing,,48-49
5083241464,"Professional, Scientific, and Technical Services",,54
5083241468,Transportation and Warehousing,,48-49
5083241473,Construction,,23
5083241490,Wholesale Trade,,42
5083241496,Construction,,23
5083241507,Manufacturing,,31-33
5083241512,Transportation and Warehousing,,48-49
5083241514,Administrative and Support and Waste Management and Remediation Services,,56
5083241520,Manufacturing,,31-33
5083241522,Manufacturing,,31-33
5083241529,Construction,,23
5083241534,Construction,,23
5083241555,Finance and Insurance,,52
5083241597,"Professional, Scientific, and Technical Services",,54
5083241598,Administrative and Support and Waste Management and Remediation Services,,56
5083241605,Manufacturing,,31-33
5083241615,Finance and Insurance,,52
5083241630,Transportation and Warehousing,,48-49
5083241640,Wholesale Trade,,42
5083241679,Transportation and Warehousing,,48-49
5083241703,Administrative and Support and Waste Management and Remediation Services,,56
5083241730,Construction,,23
5083241753,Transportation and Warehousing,,48-49
5083241758,Administrative and Support and Waste Management and Remediation Services,,56
5083241791,Wholesale Trade,,42
5083241810,Manufacturing,,31-33
5083241822,Wholesale Trade,,42
5083241887,Administrative and Support and Waste Management and Remediation Services,,56
5083241889,Construction,,23
5083241891,Transportation and Warehousing,,48-49
5083241901,Transportation and Warehousing,,48-49
5083241911,Manufacturing,,31-33
5083241929,Manufacturing,,31-33
5083241936,Construction,,23
5083241945,"Professional, Scientific, and Technical Services",,54
5083241947,Wholesale Trade,,42
5083241950,Manufacturing,,31-33
5083241967,Transportation and Warehousing,,48-49
5083241979,Manufacturing,,31-33
5083241982,Construction,,23
5083241988,,,
5083242012,Transportation and Warehousing,,48-49
5083242028,Transportation and Warehousing,,48-49
5083242032,Wholesale Trade,,42
5083242044,Manufacturing,,31-33
5083242083,Construction,,23
5083242091,Manufacturing,,31-33
5083242095,Wholesale Trade,,42
5083242109,Real Estate and Rental and Leasing,,53
5083242170,Construction,,23
5083242214,Construction,,23
5083242252,Administrative and Support and Waste Management and Remediation Services,,56
5083242255,Wholesale Trade,,42
5083242264,Transportation and Warehousing,,48-49
5083242276,Construction,,23
5083242280,Construction,,23
5083242307,Other Services (except Public Administration),,81
5083242315,Manufacturing,,31-33
5083242327,Construction,,23
5083242340,"Professional, Scientific, and Technical Services",,54
5083242347,Transportation and Warehousing,,48-49
5083242350,Manufacturing,,31-33
5083242355,Transportation and Warehousing,,48-49
5083242359,Construction,,23
5083242374,Wholesale Trade,,42
5083242390,,,
5083242392,Administrative and Support and Waste Management and Remediation Services,,56
5083242400,Wholesale Trade,,42
5083242405,"Professional, Scientific, and Technical Services",,54
5083242410,Manufacturing,,31-33
5083242415,"Professional, Scientific, and Technical Services",,54
5083242423,Transportation and Warehousing,,48-49
5083242424,Real Estate and Rental and Leasing,,53
5083242449,"Professional, Scientific, and Technical Services",,54
5083242451,Administrative and Support and Waste Management and Remediation Services,,56
5083242467,Manufacturing,,31-33
5083242476,Wholesale Trade,,42
5083242492,Construction,,23
5083242510,Wholesale Trade,,42
5083242511,Transportation and Warehousing,,48-49
5083242523,Wholesale Trade,,42
5083242545,Wholesale Trade,,42
5083242552,Construction,,23
5083242574,"Professional, Scientific, and Technical Services",,54
5083242578,Construction,,23
5083242579,Manufacturing,,31-33
5083242590,Manufacturing,,31-33
5083242604,Construction,,23
5083242622,Wholesale Trade,,42
5083242624,Wholesale Trade,,42
5083242635,Administrative and Support and Waste Management and Remediation Services,,56
5083242673,Administrative and Support and Waste Management and Remediation Services,,56
5083242692,Administrative and Support and Waste Management and Remediation Services,,56
5083242729,Transportation and Warehousing,,48-49
5083242745,Transportation and Warehousing,,48-49
5083242757,Manufacturing,,31-33
5083242758,Construction,,23
5083242764,Manufacturing,,31-33
5083242789,Transportation and Warehousing,,48-49
5083242797,Construction,,23
5083242822,Administrative and Support and Waste Management and Remediation Services,,56
5083242846,"Professional, Scientific, and Technical Services",,54
5083242858,"Professional, Scientific, and Technical Services",,54
5083242876,Manufacturing,,31-33
5083242941,"Professional, Scientific, and Technical Services",,54
5083242945,Construction,,23
5083242956,"Professional, Scientific, and Technical Services",,54
5083242973,Construction,,23
5083242977,Manufacturing,,31-33
5083242982,Construction,,23
5083242987,Wholesale Trade,,42
5083242995,Finance and Insurance,,52
5083243046,Wholesale Trade,,42
5083243057,Wholesale Trade,,42
5083243088,Wholesale Trade,,42
5083243114,Other Services (except Public Administration),,81
5083243115,Construction,,23
5083243196,Manufacturing,,31-33
5083243221,Manufacturing,,31-33
5083243225,Real Estate and Rental and Leasing,,53
5083243230,Construction,,23
5083243241,Administrative and Support and Waste Management and Remediation Services,,56
5083243242,Construction,,23
5083243312,Wholesale Trade,,42
5083243322,Transportation and Warehousing,,48-49
5083243351,Construction,,23
5083243361,Administrative and Support and Waste Management and Remediation Services,,56
5083243374,Construction,,23
5083243385,Wholesale Trade,,42
5083243391,Transportation and Warehousing,,48-49
5083243393,Other Services (except Public Administration),,81
5083243409,Construction,,23
5083243418,Transportation and Warehousing,,48-49
5083243436,Construction,,23
5083243460,Real Estate and Rental and Leasing,,53
5083243462,"Professional, Scientific, and Technical Services",,54
5083243470,"Professional, Scientific, and Technical Services",,54
5083243476,"Professional, Scientific, and Technical Services",,54
5083243481,Real Estate and Rental and Leasing,,53
5083243483,Wholesale Trade,,42
5083243500,Construction,,23
5083243506,Transportation and Warehousing,,48-49
5083243522,Administrative and Support and Waste Management and Remediation Services,,56
5083243553,"Professional, Scientific, and Technical Services",,54
5083243559,"Professional, Scientific, and Technical Services",,54
5083243568,Wholesale Trade,,42
5083243611,"Professional, Scientific, and Technical Services",,54
5083243618,Manufacturing,,31-33
5083243678,Transportation and Warehousing,,48-49
5083243680,Administrative and Support and Waste Management and Remediation Services,,56
5083243684,Administrative and Support and Waste Management and Remediation Services,,56
5083243702,Administrative and Support and Waste Management and Remediation Services,,56
5083243716,Manufacturing,,31-33
5083243725,Construction,,23
5083243747,Transportation and Warehousing,,48-49
5083243799,Construction,,23
5083243802,Administrative and Support and Waste Management and Remediation Services,,56
5083243819,Manufacturing,,31-33
5083243827,Manufacturing,,31-33
5083243863,Construction,,23
5083243873,Wholesale Trade,,42
5083243888,Transportation and Warehousing,,48-49
5083243893,"Professional, Scientific, and Technical Services",,54
5083243896,Transportation and Warehousing,,48-49
5083243952,Administrative and Support and Waste Management and Remediation Services,,56
5083243960,Administrative and Support and Waste Management and Remediation Services,,56
5083243980,Construction,,23
5083243999,Wholesale Trade,,42
5083244006,Wholesale Trade,,42
5083244012,Transportation and Warehousing,,48-49
5083244038,Transportation and Warehousing,,48-49
5083244070,Wholesale Trade,,42
5083244075,"Professional, Scientific, and Technical Services",,54
5083244080,Transportation and Warehousing,,48-49
5083244089,Wholesale Trade,,42
5083244099,Manufacturing,,31-33
5083244116,Manufacturing,,31-33
5083244130,Transportation and Warehousing,,48-49
5083244141,Administrative and Support and Waste Management and Remediation Services,,56
5083244145,Transportation and Warehousing,,48-49
5083244147,Construction,,23
5083244166,Real Estate and Rental and Leasing,,53
5083244169,Manufacturing,,31-33
5083244172,Manufacturing,,31-33
5083244177,Manufacturing,,31-33
5083244236,Construction,,23
5083244250,"Professional, Scientific, and Technical Services",,54
5083244263,"Professional, Scientific, and Technical Services",,54
5083244277,Wholesale Trade,,42
5083244305,"Professional, Scientific, and Technical Services",,54
5083244308,Manufacturing,,31-33
5083244318,Administrative and Support and Waste Management and Remediation Services,,56
5083244323,Construction,,23
5083244333,Wholesale Trade,,42
5083244344,"Professional, Scientific, and Technical Services",,54
5083244359,Manufacturing,,31-33
5083244368,Transportation and Warehousing,,48-49
5083244385,Wholesale Trade,,42
5083244387,Administrative and Support and Waste Management and Remediation Services,,56
5083244394,Administrative and Support and Waste Management and Remediation Services,,56
5083244659,Manufacturing,,31-33
5083254735,Transportation and Warehousing,,48-49
5083254851,Administrative and Support and Waste Management and Remediation Services,,56
5083255388,Construction,,23
5083259328,Real Estate and Rental and Leasing,,53
5083261065,Wholesale Trade,,42
5083261931,Manufacturing,,31-33
5083262124,Administrative and Support and Waste Management and Remediation Services,,56
5083275861,Administrative and Support and Waste Management and Remediation Services,,56
5083275895,Administrative and Support and Waste Management and Remediation Services,,56
5083276001,Construction,,23
5083276033,Construction,,23
5083276061,Wholesale Trade,,42
5083276074,Transportation and Warehousing,,48-49
5083276114,Construction,,23
5083276177,"Professional, Scientific, and Technical Services",,54
5083276359,Construction,,23
5083276374,Wholesale Trade,,42
5083276391,"Professional, Scientific, and Technical Services",,54
5083276394,Administrative and Support and Waste Management and Remediation Services,,56
5083276414,Transportation and Warehousing,,48-49
5083276488,Construction,,23
5083276493,Transportation and Warehousing,,48-49
5083276536,Construction,,23
5083276568,Transportation and Warehousing,,48-49
5083276625,Transportation and Warehousing,,48-49
5083276670,Transportation and Warehousing,,48-49
5083276760,Wholesale Trade,,42
5083276827,Transportation and Warehousing,,48-49
5083277002,Construction,,23
5083277012,Administrative and Support and Waste Management and Remediation Services,,56
5083277079,"Professional, Scientific, and Technical Services",,54
5083277122,Transportation and Warehousing,,48-49
5083277170,Construction,,23
5083277235,Manufacturing,,31-33
5083277288,Wholesale Trade,,42
5083277351,Wholesale Trade,,42
5083277372,"Professional, Scientific, and Technical Services",,54
5083282731,Wholesale Trade,,42
5083282782,Construction,,23
5083282817,Construction,,23
5083282945,Manufacturing,,31-33
5083282964,Manufacturing,,31-33
5083282984,Manufacturing,,31-33
5083282985,Manufacturing,,31-33
5083283083,Manufacturing,,31-33
5083283180,Wholesale Trade,,42
5083283218,"Professional, Scientific, and Technical Services",,54
5083283222,Transportation and Warehousing,,48-49
5083283238,Transportation and Warehousing,,48-49
5083283268,Wholesale Trade,,42
5083283279,Wholesale Trade,,42
5083283339,Manufacturing,,31-33
5083283422,Manufacturing,,31-33
5083283432,Manufacturing,,31-33
5083283550,Manufacturing,,31-33
5083283579,Wholesale Trade,,42
5083283766,Manufacturing,,31-33
5083283777,Administrative and Support and Waste Management and Remediation Services,,56
5083283779,Wholesale Trade,,42
5083283838,Construction,,23
5083283869,Wholesale Trade,,42
5083283908,"Professional, Scientific, and Technical Services",,54
5083283933,"Professional, Scientific, and Technical Services",,54
5083284004,,,
5083284023,Wholesale Trade,,42
5083284038,Real Estate and Rental and Leasing,,53
5083284048,Transportation and Warehousing,,48-49
5083284080,Construction,,23
5083284125,"Professional, Scientific, and Technical Services",,54
5083284168,Manufacturing,,31-33
5083284185,Transportation and Warehousing,,48-49
5083284263,Wholesale Trade,,42
5083284271,Wholesale Trade,,42
5083284380,"Professional, Scientific, and Technical Services",,54
5083284424,"Professional, Scientific, and Technical Services",,54
5083284476,Manufacturing,,31-33
5083284569,Wholesale Trade,,42
5083284597,Manufacturing,,31-33
5083284619,Construction,,23
5083284678,Transportation and Warehousing,,48-49
5083284687,Wholesale Trade,,42
5083284713,Transportation and Warehousing,,48-49
5083284739,Wholesale Trade,,42
5083284756,Manufacturing,,31-33
5083284824,Manufacturing,,31-33
5083284870,,,
5083285001,Construction,,23
5083285043,Construction,,23
5083285236,Manufacturing,,31-33
5083285304,Manufacturing,,31-33
5083285312,Manufacturing,,31-33
5083285576,Construction,,23
5083285660,Manufacturing,,31-33
5083285691,Transportation and Warehousing,,48-49
5083285887,"Professional, Scientific, and Technical Services",,54
5083285987,Wholesale Trade,,42
5083286039,Wholesale Trade,,42
5083286136,Wholesale Trade,,42
5083286141,,,
5083286143,Other Services (except Public Administration),,81
5083286145,Transportation and Warehousing,,48-49
5083286169,Administrative and Support and Waste Management and Remediation Services,,56
5083286197,Administrative and Support and Waste Management and Remediation Services,,56
5083286206,Transportation and Warehousing,,48-49
5083286209,Manufacturing,,31-33
5083286307,Retail Trade,,44-45
5083286419,Wholesale Trade,,42
5083286505,Wholesale Trade,,42
5083286639,"Professional, Scientific, and Technical Services",,54
5083286675,Manufacturing,,31-33
5083286703,Wholesale Trade,,42
5083286734,"Professional, Scientific, and Technical Services",,54
5083286949,Wholesale Trade,,42
5083286971,Wholesale Trade,,42
5083287045,Manufacturing,,31-33
5083287075,Wholesale Trade,,42
5083288043,Transportation and Warehousing,,48-49
5083288779,"Professional, Scientific, and Technical Services",,54
5083289886,"Professional, Scientific, and Technical Services",,54
5083290501,Transportation and Warehousing,,48-49
5083290748,Manufacturing,,31-33
5083291019,Wholesale Trade,,42
5083291689,Wholesale Trade,,42
5083292961,Construction,,23
5083292989,Construction,,23
5083293031,Real Estate and Rental and Leasing,,53
5083293132,Administrative and Support and Waste Management and Remediation Services,,56
5083293541,"Professional, Scientific, and Technical Services",,54
5083294064,Wholesale Trade,,42
5083294545,Wholesale Trade,,42
5083294861,Transportation and Warehousing,,48-49
5083294934,Construction,,23
5083295686,"Professional, Scientific, and Technical Services",,54
5083295782,Construction,,23
5083308129,Real Estate and Rental and Leasing,,53
5083309062,Manufacturing,,31-33
5083309990,"Professional, Scientific, and Technical Services",,54
5083311326,Wholesale Trade,,42
5083311529,Administrative and Support and Waste Management and Remediation Services,,56
5083312383,Transportation and Warehousing,,48-49
5083312895,Transportation and Warehousing,,48-49
5083312977,Transportation and Warehousing,,48-49
5083313706,Transportation and Warehousing,,48-49
5083326060,Transportation and Warehousing,,48-49
5083327016,Construction,,23
5083337514,Manufacturing,,31-33
5083337590,Construction,,23
5083337688,Manufacturing,,31-33
5083337714,Manufacturing,,31-33
5083337796,Manufacturing,,31-33
5083337800,Transportation and Warehousing,,48-49
5083337806,Wholesale Trade,,42
5083337847,Construction,,23
5083337994,Construction,,23
5083338005,Wholesale Trade,,42
5083338057,Administrative and Support and Waste Management and Remediation Services,,56
5083338107,Wholesale Trade,,42
5083338114,Transportation and Warehousing,,48-49
5083338144,Real Estate and Rental and Leasing,,53
5083338157,Wholesale Trade,,42
5083338200,Construction,,23
5083338333,Wholesale Trade,,42
5083338341,Manufacturing,,31-33
5083338487,Wholesale Trade,,42
5083338768,Manufacturing,,31-33
5083338836,Manufacturing,,31-33
5083338871,Wholesale Trade,,42
5083338872,"Professional, Scientific, and Technical Services",,54
5083339092,Manufacturing,,31-33
5083339297,Wholesale Trade,,42
5083339327,Manufacturing,,31-33
5083339365,Administrative and Support and Waste Management and Remediation Services,,56
5083339504,Manufacturing,,31-33
5083339578,Transportation and Warehousing,,48-49
5083339802,,,
5083339820,Construction,,23
5083340410,Construction,,23
5083340495,Administrative and Support and Waste Management and Remediation Services,,56
5083340547,Manufacturing,,31-33
5083340854,Manufacturing,,31-33
5083340868,Transportation and Warehousing,,48-49
5083340921,Construction,,23
5083340942,"Professional, Scientific, and Technical Services",,54
5083340954,Wholesale Trade,,42
5083340956,Manufacturing,,31-33
5083341312,Wholesale Trade,,42
5083341341,Wholesale Trade,,42
5083341353,Transportation and Warehousing,,48-49
5083341467,"Professional, Scientific, and Technical Services",,54
5083341489,Transportation and Warehousing,,48-49
5083341529,Administrative and Support and Waste Management and Remediation Services,,56
5083341593,"Professional, Scientific, and Technical Services",,54
5083341600,,,
5083341676,Construction,,23
5083365457,Administrative and Support and Waste Management and Remediation Services,,56
5083367043,Construction,,23
5083367717,Transportation and Warehousing,,48-49
5083415781,,,
5083421268,,,
5083426980,Wholesale Trade,,42
5083428222,Other Services (except Public Administration),,81
5083439461,,,
5083455014,Transportation and Warehousing,,48-49
5083460418,,,
5083460421,,,
5083478474,Construction,,23
5083478490,Information,,51
5083483341,Information,,51
5083484009,Finance and Insurance,984500C054D9D5U2AB27,52
5083502345,Information,,51
5083502346,"Professional, Scientific, and Technical Services",,54
5083502352,Information,,51
5083502353,"Professional, Scientific, and Technical Services",,54
5083502354,Information,,51
5083502368,"Professional, Scientific, and Technical Services",,54
5083502374,"Professional, Scientific, and Technical Services",,54
5083502376,Real Estate and Rental and Leasing,,53
5083502386,Wholesale Trade,,42
5083502398,Information,,51
5083502399,,,
5083502402,"Professional, Scientific, and Technical Services",,54
5083502406,"Professional, Scientific, and Technical Services",,54
5083502408,Manufacturing,,31-33
5083502409,Information,,51
5083502411,Information,,51
5083502412,Administrative and Support and Waste Management and Remediation Services,,56
5083502414,Administrative and Support and Waste Management and Remediation Services,,56
5083502416,Transportation and Warehousing,,48-49
5083502423,Administrative and Support and Waste Management and Remediation Services,,56
5083502431,,,
5083502436,Information,,51
5083502445,"Professional, Scientific, and Technical Services",,54
5083502446,Information,,51
5083502452,"Professional, Scientific, and Technical Services",,54
5083502454,Administrative and Support and Waste Management and Remediation Services,,56
5083502462,Transportation and Warehousing,,48-49
5083502469,"Professional, Scientific, and Technical Services",,54
5083502471,Information,,51
5083502472,Health Care and Social Assistance,,62
5083502474,Retail Trade,,44-45
5083502476,"Professional, Scientific, and Technical Services",,54
5083502495,"Professional, Scientific, and Technical Services",,54
5083502497,"Professional, Scientific, and Technical Services",,54
5083502498,"Professional, Scientific, and Technical Services",,54
5083502502,"Professional, Scientific, and Technical Services",,54
5083502511,,,
5083502513,,,
5083502514,Manufacturing,,31-33
5083502516,Information,,51
5083502518,Manufacturing,,31-33
5083502520,"Arts, Entertainment, and Recreation",,71
5083502521,,,
5083502530,Real Estate and Rental and Leasing,,53
5083502531,Manufacturing,,31-33
5083502532,Information,,51
5083502534,"Professional, Scientific, and Technical Services",,54
5083502535,"Professional, Scientific, and Technical Services",,54
5083502539,,,
5083502564,,,
5083502569,"Professional, Scientific, and Technical Services",,54
5083502571,Educational Services,,61
5083502574,Information,,51
5083502577,"Arts, Entertainment, and Recreation",,71
5083502579,"Professional, Scientific, and Technical Services",,54
5083502584,"Professional, Scientific, and Technical Services",,54
5083502589,Administrative and Support and Waste Management and Remediation Services,,56
5083502601,,,
5083502604,Information,,51
5083502605,"Professional, Scientific, and Technical Services",,54
5083502612,"Professional, Scientific, and Technical Services",,54
5083502613,Other Services (except Public Administration),,81
5083502620,Information,,51
5083502628,,,
5083502631,,,
5083502634,"Professional, Scientific, and Technical Services",,54
5083502637,,,
5083502638,Transportation and Warehousing,,48-49
5083502639,"Professional, Scientific, and Technical Services",,54
5083502640,,,
5083502645,,,
5083502646,Information,,51
5083502647,Administrative and Support and Waste Management and Remediation Services,,56
5083502650,"Professional, Scientific, and Technical Services",,54
5083502654,"Professional, Scientific, and Technical Services",,54
5083502656,,,
5083502669,Transportation and Warehousing,,48-49
5083502675,,,
5083502676,,,
5083502684,"Professional, Scientific, and Technical Services",,54
5083502688,"Professional, Scientific, and Technical Services",,54
5083502689,Manufacturing,,31-33
5083502691,"Professional, Scientific, and Technical Services",,54
5083502696,"Professional, Scientific, and Technical Services",,54
5083502697,"Professional, Scientific, and Technical Services",,54
5083502702,Manufacturing,,31-33
5083502707,,,
5083502712,"Professional, Scientific, and Technical Services",,54
5083502716,Manufacturing,,31-33
5083502717,Information,,51
5083502729,"Professional, Scientific, and Technical Services",,54
5083502738,Real Estate and Rental and Leasing,,53
5083502740,"Professional, Scientific, and Technical Services",,54
5083502741,Real Estate and Rental and Leasing,,53
5083502746,,,
5083502748,Administrative and Support and Waste Management and Remediation Services,,56
5083502749,"Professional, Scientific, and Technical Services",,54
5083502754,"Professional, Scientific, and Technical Services",,54
5083502756,Transportation and Warehousing,,48-49
5083502757,Administrative and Support and Waste Management and Remediation Services,,56
5083502776,,,
5083502777,"Professional, Scientific, and Technical Services",,54
5083502779,,,
5083502787,Transportation and Warehousing,,48-49
5083502788,Information,,51
5083502789,,,
5083502794,"Professional, Scientific, and Technical Services",,54
5083502801,,,
5083502809,Information,,51
5083502813,"Professional, Scientific, and Technical Services",,54
5083502814,"Professional, Scientific, and Technical Services",,54
5083502827,Administrative and Support and Waste Management and Remediation Services,,56
5083502830,Manufacturing,,31-33
5083502833,Wholesale Trade,,42
5083502834,"Professional, Scientific, and Technical Services",,54
5083502835,,,
5083502837,,,
5083508083,Information,,51
5083509975,"Professional, Scientific, and Technical Services",,54
5083516875,"Professional, Scientific, and Technical Services",,54
5083516895,Transportation and Warehousing,,48-49
5083517742,Transportation and Warehousing,,48-49
5083527969,"Professional, Scientific, and Technical Services",,54
5083527972,,,
5083527973,"Professional, Scientific, and Technical Services",,54
5083533180,Wholesale Trade,,42
5083538358,"Professional, Scientific, and Technical Services",,54
5083567105,Other Services (except Public Administration),,81
5083568102,Construction,,23
5083568240,Transportation and Warehousing,,48-49
5083569442,Transportation and Warehousing,,48-49
5083570692,Transportation and Warehousing,,48-49
5083587887,Wholesale Trade,,42
5083595199,Wholesale Trade,,42
5083597502,Transportation and Warehousing,,48-49
5083601135,Administrative and Support and Waste Management and Remediation Services,,56
5083605643,Administrative and Support and Waste Management and Remediation Services,,56
5083609282,Administrative and Support and Waste Management and Remediation Services,,56
5083609798,"Professional, Scientific, and Technical Services",,54
5083609818,Retail Trade,,44-45
5083610041,"Professional, Scientific, and Technical Services",,54
5083610350,Construction,,23
5083611212,Manufacturing,,31-33
5083612564,Wholesale Trade,,42
5083613954,Wholesale Trade,,42
5083614809,Manufacturing,,31-33
5083615789,Health Care and Social Assistance,,62
5083615795,Administrative and Support and Waste Management and Remediation Services,,56
