Instrument,TRBC Industry Group Name,SIC Industry Code,GICS Sub-Industry Code
5083256840,Food & Tobacco,,
5083256857,Food & Drug Retailing,,
5083256907,Beverages,,
5083256940,Food & Tobacco,,
5083256989,Beverages,,
5083257009,Food & Drug Retailing,,
5083257071,,,
5083257074,Food & Drug Retailing,,
5083257122,Food & Tobacco,,
5083257200,Water & Related Utilities,,
5083257307,Food & Tobacco,,
5083257419,Beverages,,
5083257435,Food & Tobacco,,
5083257493,Food & Drug Retailing,,
5083257543,Food & Tobacco,,
5083257582,Professional & Commercial Services,,
5083257594,Personal & Household Products & Services,,
5083257676,Food & Drug Retailing,,
5083257687,Food & Drug Retailing,,
5083257689,Food & Drug Retailing,,
5083257705,Personal & Household Products & Services,,
5083257860,Food & Tobacco,,
5083257911,,,
5083257914,Food & Drug Retailing,,
5083258075,Food & Tobacco,,
5083258081,Food & Tobacco,,
5083258083,Food & Tobacco,,
5083258351,Food & Drug Retailing,,
5083258451,Food & Drug Retailing,,
5083258573,Food & Tobacco,,
5083258616,Food & Tobacco,,
5083258871,Professional & Commercial Services,,
5083258897,Food & Tobacco,,
5083259063,Food & Tobacco,,
5083259290,Food & Tobacco,,
5083259292,Consumer Goods Conglomerates,,
5083259424,Containers & Packaging,,
5083259487,Food & Drug Retailing,,
5083259525,Professional & Commercial Services,,
5083259550,Food & Tobacco,,
5083259760,Food & Drug Retailing,,
5083260211,Food & Tobacco,,
5083260410,Food & Drug Retailing,,
5083260480,Personal & Household Products & Services,,
5083260512,Food & Tobacco,,
5083260767,Food & Tobacco,,
5083260810,Specialty Retailers,,
5083260874,Personal & Household Products & Services,,
5083261244,Food & Drug Retailing,,
5083261263,Food & Drug Retailing,,
5083261901,,,
5083261927,Food & Drug Retailing,,
5083261984,Food & Tobacco,,
5083262004,Personal & Household Products & Services,,
5083262096,Food & Drug Retailing,,
5083262311,Food & Drug Retailing,,
5083262501,Food & Tobacco,,
5083262542,Food & Drug Retailing,,
5083262738,Food & Tobacco,,
5083262742,Food & Drug Retailing,,
5083262792,Food & Tobacco,,
5083262882,Food & Drug Retailing,,
5083262902,Food & Drug Retailing,,
5083263077,Food & Tobacco,,
5083263158,Food & Drug Retailing,,
5083263429,Food & Tobacco,,
5083263483,Food & Drug Retailing,,
5083263494,,,
5083263506,Food & Drug Retailing,,
5083263640,Food & Drug Retailing,,
5083263643,Food & Tobacco,,
5083263707,Food & Drug Retailing,,
5083263739,Food & Tobacco,,
5083263874,Food & Drug Retailing,,
5083264010,Beverages,,
5083264024,Beverages,,
5083264100,Food & Tobacco,,
5083264334,Food & Tobacco,,
5083264409,Beverages,,
5083264434,Food & Tobacco,,
5083264513,Food & Drug Retailing,,
5083264525,Food & Drug Retailing,,
5083264533,Pharmaceuticals,,
5083264573,Food & Tobacco,,
5083264605,Beverages,,
5083264617,Beverages,,
5083264765,Food & Drug Retailing,,
5083264874,Food & Drug Retailing,,
5083264908,Food & Drug Retailing,,
5083264964,"Computers, Phones & Household Electronics",,
5083264993,Food & Tobacco,,
5083265180,Personal & Household Products & Services,,
5083265265,Food & Drug Retailing,,
5083265385,Food & Drug Retailing,,
5083265453,Professional & Commercial Services,,
5083265478,Food & Tobacco,,
5083265672,Food & Drug Retailing,,
5083265745,Food & Drug Retailing,,
5083265747,Food & Drug Retailing,,
5083265801,Food & Tobacco,,
5083265828,Personal & Household Products & Services,,
5083265888,Food & Tobacco,,
5083265989,Food & Drug Retailing,,
5083266110,Food & Drug Retailing,,
5083266116,Food & Drug Retailing,,
5083266271,Diversified Industrial Goods Wholesale,,
5083266310,Food & Tobacco,,
5083266858,Food & Tobacco,,
5083266892,Food & Drug Retailing,,
5083266951,Beverages,,
5083276865,Personal & Household Products & Services,,
5083277508,Food & Tobacco,,
5083277739,Food & Tobacco,,
5083277895,Food & Drug Retailing,,
5083277908,Personal & Household Products & Services,,
5083278025,Food & Tobacco,,
5083278125,Food & Drug Retailing,,
5083278261,Personal & Household Products & Services,,
5083278570,Food & Tobacco,,
5083278576,Food & Tobacco,,
5083278829,Food & Tobacco,,
5083278862,Food & Tobacco,,
5083278889,Food & Tobacco,,
5083278917,Food & Drug Retailing,,
5083279059,Food & Tobacco,,
5083279147,Food & Drug Retailing,,
5083279159,Food & Tobacco,,
5083279203,"Computers, Phones & Household Electronics",,
5083279273,Food & Tobacco,,
5083279457,Food & Tobacco,,
5083279464,Personal & Household Products & Services,,
5083279478,Personal & Household Products & Services,,
5083279587,Food & Drug Retailing,,
5083279986,Food & Drug Retailing,,
5083279993,Professional & Commercial Services,,
5083280256,Personal & Household Products & Services,,
5083280278,,,
5083280549,Food & Drug Retailing,,
5083280581,Food & Tobacco,,
5083280645,Food & Tobacco,,
5083280869,Food & Tobacco,,
5083281067,Food & Tobacco,,
5083281251,Beverages,,
5083281279,Food & Drug Retailing,,
5083281574,Food & Tobacco,,
5083281589,Food & Drug Retailing,,
5083281594,Food & Drug Retailing,,
5083281849,Food & Drug Retailing,,
5083281879,Food & Tobacco,,
5083282541,Food & Drug Retailing,,
5083282749,Personal & Household Products & Services,,
5083282861,Food & Drug Retailing,,
5083282982,Food & Tobacco,,
5083283668,Food & Tobacco,,
5083283739,Food & Drug Retailing,,
5083284069,Food & Tobacco,,
5083284478,Food & Tobacco,,
5083284839,Food & Tobacco,,
5083285171,Food & Tobacco,,
5083285575,Personal & Household Products & Services,,
5083285702,Beverages,,
5083287987,Food & Drug Retailing,,
5083288216,Food & Tobacco,,
5083289422,Personal & Household Products & Services,,
5083290123,Food & Drug Retailing,,
5083290245,Food & Tobacco,,
5083290779,Professional & Commercial Services,,
5083291679,Automobiles & Auto Parts,,
5083291697,Food & Tobacco,,
5083291698,Food & Drug Retailing,,
5083291937,Food & Drug Retailing,,
5083291946,Personal & Household Products & Services,,
5083292009,Food & Tobacco,,
5083292026,Food & Drug Retailing,,
5083292205,Food & Drug Retailing,,
5083292322,Food & Tobacco,,
5083292523,Food & Tobacco,,
5083292537,Beverages,,
5083292574,Food & Drug Retailing,,
5083292797,Chemicals,,
5083292807,Personal & Household Products & Services,,
5083292854,Food & Tobacco,,
5083292975,Food & Tobacco,,
5083293077,Food & Tobacco,,
5083293090,Food & Drug Retailing,,
5083293095,Personal & Household Products & Services,,
5083293166,Personal & Household Products & Services,,
5083293202,Food & Tobacco,,
5083293263,Food & Tobacco,,
5083293432,Professional & Commercial Services,,
5083293521,Food & Tobacco,,
5083293603,,,
5083293693,Beverages,,
5083293914,Beverages,,
5083293934,Food & Drug Retailing,,
5083294051,Food & Tobacco,,
5083294197,Food & Tobacco,,
5083294276,Food & Drug Retailing,,
5083294323,Personal & Household Products & Services,,
5083294613,Personal & Household Products & Services,,
5083294785,Food & Tobacco,,
5083294786,Food & Drug Retailing,,
5083294806,Food & Drug Retailing,,
5083294930,Food & Drug Retailing,,
5083295070,Food & Drug Retailing,,
5083295555,Personal & Household Products & Services,,
5083295752,Food & Drug Retailing,,
5083295836,Food & Tobacco,,
5083295977,Food & Tobacco,,
5083296020,Food & Drug Retailing,,
5083296050,Food & Tobacco,,
5083296332,Personal & Household Products & Services,,
5083296625,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5083296715,,,
5083296969,Personal & Household Products & Services,,
5083297040,Food & Drug Retailing,,
5083297207,Food & Tobacco,,
5083297223,Food & Tobacco,,
5083297674,Food & Tobacco,,
5083297969,Food & Tobacco,,
5083298126,Food & Drug Retailing,,
5083298239,Beverages,,
5083298434,Food & Tobacco,,
5083298958,Food & Tobacco,,
5083299041,Food & Tobacco,,
5083299372,,,
5083299383,Food & Tobacco,,
5083299606,Food & Tobacco,,
5083299928,Food & Tobacco,,
5083300215,Food & Tobacco,,
5083300216,Food & Tobacco,,
5083300583,Food & Tobacco,,
5083300865,Personal & Household Products & Services,,
5083301261,Food & Drug Retailing,,
5083303293,Food & Drug Retailing,,
5083303326,Personal & Household Products & Services,,
5083303455,,,
5083304359,Personal & Household Products & Services,,
5083304540,Food & Tobacco,,
5083304983,Food & Tobacco,,
5083305024,Food & Tobacco,,
5083305055,Food & Tobacco,,
5083305064,Food & Drug Retailing,,
5083305144,Personal & Household Products & Services,,
5083305208,Food & Tobacco,,
5083305221,Personal & Household Products & Services,,
5083305331,Food & Tobacco,,
5083305497,Food & Drug Retailing,,
5083305602,Food & Drug Retailing,,
5083305697,Food & Tobacco,,
5083305774,Food & Tobacco,,
5083305818,Consumer Goods Conglomerates,,
5083306131,Food & Tobacco,,
5083306137,Food & Tobacco,,
5083306255,Software & IT Services,,
5083306630,,,
5083306824,,,
5083306846,Food & Tobacco,,
5083306959,,,
5083307103,Food & Drug Retailing,,
5083307128,Food & Tobacco,,
5083307216,Professional & Commercial Services,,
5083307491,Personal & Household Products & Services,,
5083307536,Healthcare Providers & Services,,
5083307671,Food & Tobacco,,
5083307760,Diversified Retail,,
5083307761,Food & Drug Retailing,,
5083307798,,,
5083307983,Beverages,,
5083308210,Food & Drug Retailing,,
5083308245,,,
5083308358,Food & Tobacco,,
5083308374,Food & Tobacco,,
5083308560,Personal & Household Products & Services,,
5083308644,Beverages,,
5083308723,Food & Tobacco,,
5083308734,Food & Tobacco,,
5083308804,Food & Tobacco,,
5083309057,Food & Drug Retailing,,
5083309094,Food & Drug Retailing,,
5083309126,Personal & Household Products & Services,,
5083309150,Beverages,,
5083309157,Food & Tobacco,,
5083309159,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5083309224,Food & Drug Retailing,,
5083309546,Food & Drug Retailing,,
5083309624,Food & Tobacco,,
5083309723,Food & Tobacco,,
5083309770,Beverages,,
5083309809,Food & Drug Retailing,,
5083309828,Food & Tobacco,,
5083309881,Food & Tobacco,,
5083310035,Food & Drug Retailing,,
5083310037,Food & Tobacco,,
5083310055,"Computers, Phones & Household Electronics",,
5083310143,Food & Tobacco,,
5083310154,Food & Drug Retailing,,
5083310189,,,
5083310341,,,
5083310397,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5083310412,Personal & Household Products & Services,,
5083310451,Food & Drug Retailing,,
5083310497,Food & Tobacco,,
5083310544,Professional & Commercial Services,,
5083310701,Personal & Household Products & Services,,
5083310742,Food & Drug Retailing,,
5083310757,,,
5083310900,Food & Drug Retailing,,
5083310925,Food & Tobacco,,
5083310954,Food & Tobacco,,
5083310985,Food & Tobacco,,
5083311002,Food & Tobacco,,
5083311023,Textiles & Apparel,,
5083311032,Food & Tobacco,,
5083311060,Diversified Industrial Goods Wholesale,,
5083311085,Professional & Commercial Services,,
5083311178,Textiles & Apparel,,
5083311208,Personal & Household Products & Services,,
5083311272,Food & Drug Retailing,,
5083311463,Food & Tobacco,,
5083311492,Food & Tobacco,,
5083311508,Food & Drug Retailing,,
5083311512,Food & Tobacco,,
5083311536,Electronic Equipment & Parts,,
5083311562,Textiles & Apparel,,
5083311570,Food & Drug Retailing,,
5083311609,Food & Drug Retailing,,
5083311633,,,
5083311648,Personal & Household Products & Services,,
5083311670,Beverages,,
5083311695,Food & Drug Retailing,,
5083311711,Software & IT Services,,
5083311757,Food & Tobacco,,
5083311802,Household Goods,,
5083311827,Diversified Retail,,
5083311832,Food & Drug Retailing,,
5083311861,Food & Drug Retailing,,
5083311910,Software & IT Services,,
5083311988,Food & Tobacco,,
5083312002,Food & Tobacco,,
5083312053,Food & Drug Retailing,,
5083312076,Personal & Household Products & Services,,
5083312081,Food & Drug Retailing,,
5083312089,Food & Tobacco,,
5083312136,Professional & Commercial Services,,
5083312155,Food & Drug Retailing,,
5083312156,Food & Tobacco,,
5083312168,Food & Drug Retailing,,
5083312212,Personal & Household Products & Services,,
5083312275,,,
5083312297,Food & Tobacco,,
5083312305,Food & Tobacco,,
5083312354,Food & Tobacco,,
5083312361,Personal & Household Products & Services,,
5083312389,Personal & Household Products & Services,,
5083312394,Media & Publishing,,
5083312408,Personal & Household Products & Services,,
5083312425,Food & Drug Retailing,,
5083312441,Personal & Household Products & Services,,
5083312506,Food & Tobacco,,
5083312536,Food & Drug Retailing,,
5083312557,Professional & Commercial Services,,
5083312589,Personal & Household Products & Services,,
5083312701,Food & Drug Retailing,,
5083312780,Food & Tobacco,,
5083312799,Food & Tobacco,,
5083312816,Food & Tobacco,,
5083312845,Food & Drug Retailing,,
5083312894,Food & Tobacco,,
5083312919,Food & Tobacco,,
5083312981,Food & Drug Retailing,,
5083312997,Food & Tobacco,,
5083313055,Personal & Household Products & Services,,
5083313148,Specialty Retailers,,
5083313152,Food & Tobacco,,
5083313187,Food & Drug Retailing,,
5083313219,Food & Tobacco,,
5083313224,Food & Tobacco,,
5083313246,Food & Tobacco,,
5083313283,Personal & Household Products & Services,,30302010
5083313303,Food & Tobacco,,
5083313312,Food & Tobacco,,
5083313315,"Computers, Phones & Household Electronics",,
5083313340,Food & Drug Retailing,,
5083313363,Food & Tobacco,,
5083313427,"Computers, Phones & Household Electronics",,
5083313432,Food & Drug Retailing,,
5083313457,Food & Tobacco,,
5083313488,Pharmaceuticals,,
5083313523,Food & Tobacco,,
5083313721,Beverages,,
5083313724,Personal & Household Products & Services,,
5083313768,Food & Tobacco,,
5083313780,Food & Tobacco,,
5083323092,Personal & Household Products & Services,,
5083323748,Beverages,,
5083323751,Automobiles & Auto Parts,,
5083323868,Food & Drug Retailing,,
5083324564,Food & Drug Retailing,,
5083324711,Pharmaceuticals,,
5083324714,Construction & Engineering,,
5083324739,,,
5083324982,Personal & Household Products & Services,,
5083325038,Food & Drug Retailing,,
5083325171,Food & Drug Retailing,,
5083325353,Food & Drug Retailing,,
5083325471,Food & Tobacco,,
5083325706,Food & Drug Retailing,,
5083325927,Food & Tobacco,,
5083325957,Food & Tobacco,,
5083326404,Food & Tobacco,,
5083326432,Food & Tobacco,,
5083326557,Personal & Household Products & Services,,
5083326927,Food & Tobacco,,
5083326942,Food & Drug Retailing,,
5083327008,Food & Tobacco,,
5083327041,Food & Tobacco,,
5083335599,Food & Tobacco,,
5083337040,Food & Tobacco,,
5083337851,Food & Tobacco,,
5083337921,Food & Tobacco,,
5083338108,Food & Drug Retailing,,
5083338241,Food & Tobacco,,
5083338270,Food & Tobacco,,
5083338350,Food & Drug Retailing,,
5083338529,Food & Tobacco,,
5083338748,Food & Drug Retailing,,
5083338909,Beverages,,
5083339016,Food & Drug Retailing,,
5083339134,Food & Tobacco,,
5083339713,Food & Tobacco,,
5083339724,Food & Drug Retailing,,
5083339852,Food & Drug Retailing,,
5083340034,Food & Tobacco,,
5083340104,Professional & Commercial Services,,
5083340212,Food & Drug Retailing,,
5083340358,Food & Drug Retailing,,
5083340391,Food & Drug Retailing,,
5083340411,Food & Drug Retailing,,
5083340413,Food & Tobacco,,
5083340856,Containers & Packaging,,
5083340857,Food & Tobacco,,
5083340936,Food & Tobacco,,
5083341011,Food & Drug Retailing,,
5083341058,Food & Drug Retailing,,
5083341380,Beverages,,
5083341392,Chemicals,,
5083341407,Food & Tobacco,,
5083341446,Food & Drug Retailing,,
5083341476,Food & Drug Retailing,,
5083341591,Food & Tobacco,,
5083341643,Food & Tobacco,,
5083341740,Personal & Household Products & Services,,
5083343609,Food & Drug Retailing,,
5083343619,Food & Drug Retailing,,
5083371252,Personal & Household Products & Services,,
5083375586,Personal & Household Products & Services,,
5083375603,Personal & Household Products & Services,,
5083375605,Food & Tobacco,,
5083375610,Personal & Household Products & Services,,
5083375629,Food & Drug Retailing,,
5083375720,Food & Tobacco,,
5083375741,Food & Tobacco,,
5083375751,Food & Drug Retailing,,
5083375763,Food & Tobacco,,
5083375771,,,
5083375777,Professional & Commercial Services,,
5083375788,Personal & Household Products & Services,,
5083375791,Food & Tobacco,,
5083375792,Food & Tobacco,,
5083375799,Food & Tobacco,,
5083375818,Personal & Household Products & Services,,
5083375827,Food & Tobacco,,
5083375835,Food & Tobacco,,
5083375850,Diversified Retail,,
5083375853,Beverages,,
5083375863,Food & Drug Retailing,,
5083375880,Food & Tobacco,,
5083375890,Food & Tobacco,,
5083375893,Food & Tobacco,,
5083375898,,,
5083375899,Personal & Household Products & Services,,
5083375907,Food & Tobacco,,
5083375909,Food & Drug Retailing,,
5083375919,Beverages,,
5083375924,Personal & Household Products & Services,,
5083375931,Personal & Household Products & Services,,
5083375950,Food & Drug Retailing,,
5083375958,Food & Tobacco,,
5083375964,Food & Drug Retailing,,
5083375972,,,
5083375978,Food & Tobacco,,
5083376008,Personal & Household Products & Services,,
5083376029,Beverages,,
5083376051,Food & Drug Retailing,,
5083376056,Food & Drug Retailing,,
5083376088,Food & Drug Retailing,,
5083376093,Consumer Goods Conglomerates,,
5083376107,Food & Drug Retailing,,
5083376125,Beverages,,
5083376130,Professional & Commercial Services,,
5083376143,Food & Drug Retailing,,
5083376156,,,
5083376165,Food & Drug Retailing,,
5083376175,Food & Drug Retailing,,
5083376176,Beverages,,
5083376180,Food & Tobacco,,
5083376183,Food & Tobacco,,
5083376198,Food & Tobacco,,
5083376207,Personal & Household Products & Services,,
5083376216,Food & Drug Retailing,,
5083376229,Food & Tobacco,,
5083376263,Food & Tobacco,,
5083376267,Software & IT Services,,
5083376273,Personal & Household Products & Services,,
5083376285,Food & Tobacco,,
5083376300,Food & Drug Retailing,,
5083376305,Food & Tobacco,,
5083376311,Food & Tobacco,,
5083376317,Software & IT Services,,
5083376338,Personal & Household Products & Services,,
5083376349,Food & Drug Retailing,,
5083376370,,,
5083376378,Personal & Household Products & Services,,
5083376379,Food & Drug Retailing,,
5083376390,Food & Tobacco,,
5083376396,Chemicals,,
5083376408,Diversified Retail,,
5083376414,Food & Tobacco,,
5083376416,Food & Drug Retailing,,
5083376420,Food & Drug Retailing,,
5083376434,,,
5083376440,Food & Tobacco,,
5083376446,Food & Tobacco,,
5083376472,Food & Drug Retailing,,
5083376473,Personal & Household Products & Services,,
5083376482,Food & Drug Retailing,,
5083376487,Food & Drug Retailing,,
5083376505,Food & Tobacco,,
5083376508,Food & Tobacco,,
5083376510,Food & Drug Retailing,,
5083376541,Beverages,,
5083376553,Personal & Household Products & Services,,
5083376565,Consumer Goods Conglomerates,,
5083376567,Food & Tobacco,,
5083376573,Food & Tobacco,,
5083376604,Food & Tobacco,,
5083376605,Food & Drug Retailing,,
5083376608,Food & Tobacco,,
5083376643,Food & Drug Retailing,,
5083376648,Food & Tobacco,,
5083376660,Food & Drug Retailing,,
5083376674,Personal & Household Products & Services,,
5083376702,Food & Tobacco,,
5083376714,Food & Drug Retailing,,
5083376725,Food & Drug Retailing,,
5083376727,Hotels & Entertainment Services,,
5083376753,Food & Tobacco,,
5083376765,Food & Tobacco,,
5083376768,Food & Tobacco,,
5083376772,,,
5083376773,Food & Tobacco,,
5083376774,Food & Drug Retailing,,
5083376778,Food & Drug Retailing,,
5083376802,Food & Tobacco,,
5083376814,Food & Drug Retailing,,
5083376815,Food & Tobacco,,
5083376816,Food & Tobacco,,
5083376817,Food & Drug Retailing,,
5083376819,,,
5083376824,Food & Tobacco,,
5083376841,Food & Tobacco,,
5083376858,Food & Tobacco,,
5083376865,Food & Tobacco,,
5083376866,Software & IT Services,,
5083376872,Beverages,,
5083376876,Food & Drug Retailing,,
5083376879,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,
5083376880,Food & Tobacco,,
5083376885,Beverages,,
5083376906,Beverages,,
5083376914,Food & Drug Retailing,,
5083376921,Personal & Household Products & Services,,
5083376923,,,
5083376925,Food & Tobacco,,
5083376929,Food & Tobacco,,
5083376931,Personal & Household Products & Services,,
5083376934,Food & Drug Retailing,,
5083376949,Food & Drug Retailing,,
5083376954,Food & Tobacco,,
5083376957,Beverages,,
5083376961,Food & Tobacco,,
5083376976,Food & Tobacco,,
5083376982,Food & Tobacco,,
5083376993,Food & Tobacco,,
5083376999,Consumer Goods Conglomerates,,
5083377002,Personal & Household Products & Services,,
5083377020,Food & Tobacco,,
5083377024,Food & Tobacco,,
5083377029,Personal & Household Products & Services,,
5083377035,Food & Tobacco,,
5083377050,Personal & Household Products & Services,,
5083377058,Food & Tobacco,,
5083377062,Personal & Household Products & Services,,
5083377065,Food & Tobacco,,
5083387067,Food & Tobacco,,
5083398124,Personal & Household Products & Services,,
5083425431,Food & Drug Retailing,,
5083425906,,,
5083426091,,,
5083426103,Food & Tobacco,,
5083426111,Food & Drug Retailing,,
5083426504,Food & Drug Retailing,,
5083426580,Food & Drug Retailing,,
5083426661,Food & Drug Retailing,,
5083426702,Food & Tobacco,,
5083426792,Food & Tobacco,,
5083426815,Beverages,,
5083427070,Food & Tobacco,,
5083427074,Food & Tobacco,,
5083427460,Food & Tobacco,,
5083427530,Food & Tobacco,,
5083427790,Personal & Household Products & Services,,
5083427840,Food & Tobacco,,
5083427995,Food & Tobacco,,
5083428500,Food & Tobacco,,
5083428515,Food & Drug Retailing,,
5083428535,Food & Tobacco,,
5083428919,Food & Drug Retailing,,
5083428935,Personal & Household Products & Services,,
5083428990,Food & Drug Retailing,,
5083429325,Food & Tobacco,,
5083429471,Food & Drug Retailing,,
5083429560,Food & Tobacco,,
5083429983,Food & Tobacco,,
5083430332,Professional & Commercial Services,,
5083430438,Food & Tobacco,,
5083445634,Personal & Household Products & Services,,
5083455018,Personal & Household Products & Services,,
5083466956,Personal & Household Products & Services,,
5083466959,Consumer Goods Conglomerates,,
5083468185,Food & Tobacco,,
5083474810,Food & Tobacco,,
5083475371,Food & Drug Retailing,,
5083478450,Food & Tobacco,,
5083478463,Freight & Logistics Services,,
5083501138,Food & Tobacco,,
5083502310,Food & Tobacco,,
5083505245,Food & Drug Retailing,,
5083518424,Food & Tobacco,,
5083522040,,,
5083522153,Food & Tobacco,,
5083564210,Food & Tobacco,,
5083564447,Food & Tobacco,,
5083564529,Food & Drug Retailing,,
5083564906,Personal & Household Products & Services,,
5083564919,Food & Drug Retailing,,
5083564978,Food & Tobacco,,
5083565002,Food & Tobacco,,
5083565139,Personal & Household Products & Services,,
5083565380,Food & Tobacco,,
5083565452,Food & Drug Retailing,,
5083565513,Food & Drug Retailing,,
5083565632,Food & Drug Retailing,,
5083565820,Food & Drug Retailing,,
5083565879,,,
5083565976,,,
5083566135,Food & Tobacco,,
5083566228,Food & Tobacco,,
5083566481,Professional & Commercial Services,,
5083566513,Food & Tobacco,,
5083566548,Food & Tobacco,,
5083566585,Food & Tobacco,,
5083566783,Food & Drug Retailing,,
5083566796,Food & Tobacco,,
5083567120,Food & Tobacco,,
5083567160,Food & Tobacco,,
5083567550,Diversified Industrial Goods Wholesale,,
5083567572,Beverages,,
